"tract","Name","Median_Rent_2012-16"
42091201410,"Ambler, PA",1182
47037017800,"Green Hills, Nashville, TN",1182
48085031309,"Wylie, TX",1181
44007014300,"Cranston, RI",1181
36005020000,"Bronx County, NY",1181
24031701507,"Silver Spring, MD",1181
34005700703,"Riverside, NJ",1180
53059950100,"Carson, WA",1179
34003054500,"Teaneck, NJ",1179
26125136500,"Village Oaks, Novi, MI",1179
25005633100,"Rehoboth, MA",1178
48453002201,"Las Cimas, Austin, TX",1178
8005084600,"Pheasant Run, Aurora, CO",1178
26161400500,"Ann Arbor, MI",1178
27053021900,"Golden Valley, MN",1176
34011030501,"Millville, NJ",1176
4013618100,"Deer Valley, Glendale, AZ",1176
25027739300,"Shrewsbury, MA",1175
26125137800,"Northville, MI",1175
48029181712,"Great Northwest, San Antonio, TX",1175
6113010505,"Davis, CA",1175
42101038400,"Northwest Philadelphia, Philadelphia, PA",1174
6071000207,"Montclair, CA",1174
25005630200,"North Attleborough, MA",1173
32003004925,"Orchards, Las Vegas, NV",1173
4013103209,"Paradise Valley Village, Scottsdale, AZ",1173
27053020301,"Minneapolis, MN",1173
25005610100,"Mansfield Center, Mansfield, MA",1173
17031282800,"Near West Side, Chicago, IL",1173
4013061041,"Parque Verde, El Mirage, AZ",1173
47157021520,"Collierville, TN",1172
22071003701,"Fairgrounds, New Orleans, LA",1172
10003014705,"Newark, DE",1171
16083000900,"Twin Falls, ID",1171
8059010901,"Applewood West, Golden, CO",1171
12086008308,"Miami, FL",1170
51041100919,"Midlothian, VA",1170
36047057000,"Kings County, NY",1170
48099010502,"Fort Hood, TX",1170
30031000502,"Bozeman, MT",1169
27037060826,"Apple Valley, MN",1169
18127050505,"Valparaiso, IN",1169
45019003500,"North Charleston, SC",1168
36071010400,"Newburgh, NY",1168
29165030101,"Parkdale - Walden, Kansas City, MO",1168
6037543703,"Carson, CA",1167
6067004010,"Pocket, Sacramento, CA",1167
24005404404,"Reisterstown, MD",1166
53033029204,"Kent, WA",1166
6037553601,"Paramount, CA",1166
4013216852,"North Scottsdale, Scottsdale, AZ",1166
42089301102,"Stroudsburg, PA",1166
27053109400,"Powderhorn, Minneapolis, MN",1165
32031002302,"Reno, NV",1165
13067031206,"Smyrna, GA",1163
4013319704,"Tempe, AZ",1163
6037213310,"Central LA, Los Angeles, CA",1163
4013422507,"Spinnaker Bay, Gilbert, AZ",1163
12103026601,"Clearwater, FL",1162
39057210100,"Dayton, OH",1162
39061022302,"Cincinnati, OH",1161
4013092305,"Glendale, AZ",1161
49035113105,"Herriman, UT",1161
17043841210,"Carol Stream, IL",1160
6053000800,"Salinas, CA",1160
31055007447,"West Omaha, Omaha, NE",1159
24037876001,"Lexington Park, MD",1159
6037553702,"Paramount, CA",1159
51093280104,"Smithfield, VA",1158
34031125100,"Botany Village, Clifton, NJ",1158
36047035300,"Kings County, NY",1157
48113016616,"Cedar Hill, TX",1157
48167721400,"South Shore Harbour, League City, TX",1157
39017010104,"Mile Square, Oxford, OH",1156
12086009026,"Miami, FL",1156
34017012500,"Kearny, NJ",1156
55079160300,"Oak Creek, WI",1156
6037534102,"South Montebello, Bell Gardens, CA",1156
34039030900,"Elizabeth, NJ",1156
48029171918,"Far West Side, San Antonio, TX",1155
36119003800,"North Side, Mount Vernon, NY",1155
34029732104,"Forked River, Lacey Township, NJ",1154
51760020500,"Church Hill, Richmond, VA",1154
45015020722,"Goose Creek, SC",1154
13089023206,"Stone Mountain, GA",1153
48201410500,"Montrose, Houston, TX",1153
48085031622,"Briarmeade, Plano, TX",1153
6055202000,"Calistoga, CA",1153
26093744400,"Brighton, MI",1152
36081122701,"Queens County, NY",1152
29189215500,"Olivette, MO",1151
6067009310,"Elk Grove, CA",1151
34017005900,"Greenville, Jersey City, NJ",1151
51710006607,"Bromley, Norfolk, VA",1150
37183053722,"North Raleigh, Raleigh, NC",1149
48439113512,"Bedford, TX",1149
26163550400,"Grosse Pointe, MI",1149
35043010703,"Rio Rancho, NM",1149
6037433504,"El Monte City, El Monte, CA",1149
42017102801,"Quakertown, PA",1148
36085017010,"Richmond County, NY",1148
48303001501,"Tech Terrace, Lubbock, TX",1147
24033804001,"Bladensburg, MD",1147
6053010101,"Watsonville, CA",1146
42125745200,"Canonsburg, PA",1146
6067009004,"Lincoln Village, Sacramento, CA",1145
12127091025,"Deltona Lakes, Deltona, FL",1144
17031803010,"Buffalo Grove, IL",1144
6065030700,"Wood Streets, Riverside, CA",1144
6037124204,"North Hollywood, Los Angeles, CA",1143
53063004200,"Manito, Spokane, WA",1142
51087200904,"Richmond, VA",1142
53063012702,"Veradale, Spokane Valley, WA",1141
37001020902,"Graham, NC",1141
12005000600,"Mexico Beach Business Center, Mexico Beach, FL",1140
48027023202,"Fort Hood, TX",1140
49057210303,"Ogden, UT",1140
48113014306,"Irving, TX",1140
45063021115,"Columbia, SC",1140
39049009751,"Grove City, OH",1140
25027745100,"Hopedale, Hopedale, MA",1140
51073100400,"Gloucester County, VA",1139
6037123204,"North Hollywood, Los Angeles, CA",1139
32003003215,"Summerlin, Las Vegas, NV",1139
48113019600,"Park Cities, Dallas, TX",1138
15009030403,"Makawao, HI",1138
6071003403,"Bloomington, CA",1138
39089757400,"Etna, OH",1138
24005490900,"Towson, MD",1138
6037600302,"South Los Angeles, Los Angeles, CA",1137
51800075301,"Suffolk, VA",1135
41003001002,"Corvallis, OR",1134
4013612200,"Norterra, Phoenix, AZ",1134
8013013213,"Longmont, CO",1134
4013810400,"Chandler, AZ",1134
36005037900,"Bronx County, NY",1133
8059010210,"Scenic Heights, Arvada, CO",1133
37063001807,"Greysons Green, Durham, NC",1133
24510090800,"East Baltimore Midway, Baltimore, MD",1132
48439102401,"Fort Worth, TX",1132
41005023700,"Mulino, OR",1131
42095016901,"Nazareth, PA",1131
6073014002,"Lemon Grove, CA",1131
28033070630,"Southaven, MS",1130
6037482101,"Monterey Park, CA",1130
34017014800,"North Bergen, NJ",1130
12103026911,"Clearwater, FL",1130
48029181814,"North Central, San Antonio, TX",1129
4013111800,"Encanto Village, Phoenix, AZ",1129
9003417400,"New Britain, CT",1128
22051025002,"Terrytown, LA",1128
26163572000,"Dearborn Heights, MI",1127
12057011205,"Tampa, FL",1127
12127082406,"Harborside Village, South Daytona, FL",1127
18097390101,"Franklin Township, Indianapolis, IN",1127
48439113215,"Fort Worth, TX",1126
6067009633,"Southwestern Sacramento, Sacramento, CA",1126
48451001500,"Goodfellow Air Force Base, TX",1125
12057011710,"Town N Country Alliance, Town 'n' Country, FL",1125
53061053302,"Stanwood, WA",1125
6037555102,"Lakewood, CA",1125
1089010501,"Harvest, AL",1123
48167722900,"La Marque, TX",1122
6029006006,"Tehachapi, CA",1121
37119005839,"Whiteoak, Charlotte, NC",1121
6037132700,"Reseda, Los Angeles, CA",1120
47149041000,"Murfreesboro, TN",1120
34003030400,"Lodi, NJ",1119
48113019100,"Richardson, TX",1119
17043846312,"Lisle, IL",1119
6071011900,"Barstow, CA",1119
25027744102,"Milford, MA",1118
42089300403,"Stroudsburg, PA",1118
48113009104,"Piedmont Addition, Dallas, TX",1118
10005051102,"Rehoboth Beach, DE",1118
22063040902,"Maurepas, LA",1118
24003750101,"Brooklyn Park, MD",1118
35001000208,"Bel-Air, Albuquerque, NM",1118
32003003260,"Las Vegas, NV",1117
35001000128,"Princess Jeanne, Albuquerque, NM",1117
6037541801,"Lynwood, CA",1117
6065042210,"University, Riverside, CA",1116
48409010602,"Portland, TX",1116
26055550900,"Traverse City, MI",1116
51041100814,"Richmond, VA",1116
6037222600,"South Los Angeles, Los Angeles, CA",1115
48113007805,"Lake Highlands, Dallas, TX",1115
12086005801,"Flagami, Coral Gables, FL",1115
53011041310,"Fairway 164th, Vancouver, WA",1115
25027732802,"Broadmeadow Brook, Worcester, MA",1113
6031000702,"Hanford, CA",1113
56025000901,"Casper, WY",1113
8059011712,"Green Mountain, Lakewood, CO",1110
26093710100,"Fenton, MI",1110
34015501302,"Pitman, NJ",1109
6095253404,"Dixon, CA",1109
18063210605,"Avon, IN",1109
48245001303,"Beaumont, TX",1109
48113014121,"Coppell, TX",1108
42003070600,"Shadyside, Pittsburgh, PA",1108
26163554600,"Redford Charter Township, MI",1108
12071010303,"Hancock, Cape Coral, FL",1108
34037373900,"Newton, NJ",1108
51810044001,"Northeast Virginia Beach, Virginia Beach, VA",1107
25009221901,"Gloucester, MA",1106
41017001200,"Bend, OR",1106
12086000413,"Miami, FL",1106
37081016005,"Greensboro, NC",1106
19113000205,"Cedar Rapids, IA",1105
6001404800,"Dimond, Oakland, CA",1105
41015950301,"Brookings, OR",1105
6037181000,"Northeast Los Angeles, Los Angeles, CA",1105
8093000100,"Bailey, CO",1104
53033020700,"Richmond Highlands, Shoreline, WA",1104
17031809200,"Evanston, IL",1104
33005970600,"Rindge, NH",1102
50023955700,"Waitsfield, VT",1102
10003014903,"Newark, DE",1102
48453002427,"South Creek South, Austin, TX",1102
17043841501,"West Chicago, IL",1101
36047088000,"Kings County, NY",1101
6037573003,"Wrigley, Long Beach, CA",1100
36063023402,"Lockport, NY",1100
48201511002,"Lazybrook/ Timbergrove, Houston, TX",1100
12019030400,"Orange Park, FL",1099
26081014602,"Byron Center, MI",1098
48201252302,"Sterling Green, Channelview, TX",1098
26139022206,"Zeeland, MI",1098
6037481714,"Monterey Park, CA",1097
48029182001,"Northwest Side, Helotes, TX",1097
26163576100,"Allen Park, MI",1097
12117021606,"Apopka, FL",1096
45063021014,"Lexington, SC",1096
51810046010,"Virginia Beach, VA",1096
33015067501,"Newmarket, NH",1095
6073001700,"Mid-City, San Diego, CA",1095
22005030206,"Gonzales, LA",1094
13113140204,"Fayetteville, GA",1094
37135010705,"Carrboro, NC",1094
17201000510,"Rockford, IL",1094
1117030605,"Alabaster, AL",1093
36047075600,"Kings County, NY",1093
6037211410,"Central LA, Los Angeles, CA",1093
50007000500,"Old North End, Burlington, VT",1093
36081051000,"Queens County, NY",1092
12103026702,"Clearwater, FL",1092
12035060209,"Palm Coast, FL",1092
12053041201,"Spring Hill, FL",1091
18097320600,"Washington Township, Indianapolis, IN",1091
12021010604,"East Naples, Naples, FL",1090
9005362101,"Woodbury, CT",1090
36119002800,"South Side, Mount Vernon, NY",1090
48141010312,"Indian Ridge South, El Paso, TX",1089
9005253200,"New Milford, CT",1089
55133201506,"Regal Manors, New Berlin, WI",1088
29047022200,"Gracemor-Randolph Corners, Kansas City, MO",1088
6037218210,"Central LA, Los Angeles, CA",1088
6037203900,"Boyle Heights, Los Angeles, CA",1087
36047075800,"Kings County, NY",1087
42071011600,"East Petersburg, PA",1086
6001428700,"Alameda, CA",1085
50023955000,"East Montpelier, VT",1085
21163970200,"Fort Knox, KY",1085
42043022702,"Harrisburg, PA",1085
17197881107,"New Lenox, IL",1084
8013012607,"Baseline Sub, Boulder, CO",1084
44003022100,"Warwick, RI",1083
42029307800,"Oxford, PA",1083
6037191420,"Central LA, Los Angeles, CA",1083
12061050504,"Vero Beach, FL",1083
12011050601,"Central Corals, Oakland Park, FL",1083
4013422639,"Leisure World, Mesa, AZ",1083
25021422502,"Weymouth, MA",1082
4025002004,"Cottonwood, AZ",1081
6039000508,"Madera, CA",1081
24045010701,"Mardela Springs, MD",1081
49057201400,"Ogden, UT",1081
9009170500,"Meriden, CT",1080
42091200907,"Lansdale, PA",1080
48303010408,"Lubbock, TX",1079
39165032007,"Loveland, OH",1079
6001408300,"Eastmont Hills, Oakland, CA",1079
12097042900,"Kissimmee, FL",1079
22103040701,"Lacombe, LA",1078
11001003400,"Howard University, Washington, DC",1078
55079018100,"Bay View, Milwaukee, WI",1077
17031351500,"Bronzeville, Chicago, IL",1077
42101035301,"Morrell Park, Philadelphia, PA",1077
6037183810,"Northeast Los Angeles, Los Angeles, CA",1077
48029121604,"Northeast Side, Converse, TX",1077
17031100200,"Norwood Park, Chicago, IL",1077
17089852300,"St. Charles, IL",1076
6037601502,"Inglewood, CA",1076
12011100300,"Hallandale Beach, FL",1075
53077003400,"Selah, WA",1075
1117030303,"Birmingham, AL",1075
6037191820,"Central LA, Los Angeles, CA",1075
26091060600,"Adrian, MI",1074
6053014800,"Gonzales, CA",1074
6037432700,"El Monte City, El Monte, CA",1074
39035141601,"Cleveland Heights, OH",1073
41051001000,"Brooklyn, Portland, OR",1072
27123043000,"Macalester - Groveland, Saint Paul, MN",1072
12086011700,"Hialeah, FL",1071
8041003308,"Southeast Colorado Springs, Colorado Springs, CO",1071
17201000511,"Rockford, IL",1071
27003050216,"Ham Lake, MN",1071
17031650400,"South Side, Chicago, IL",1070
12089050101,"Fernandina Beach, FL",1070
72051540400,"Dorado, PR",1069
13089023309,"Lithonia, GA",1069
2110000500,"Downtown Juneau, Juneau, AK",1069
48451001708,"San Angelo, TX",1069
6099003201,"Patterson, CA",1068
8123001906,"Fort Lupton, CO",1068
35001004712,"Westgate Heights, Albuquerque, NM",1068
32031002618,"Reno, NV",1067
34023007806,"Old Bridge, Old Bridge Township, NJ",1067
49057210511,"Ogden, UT",1067
22055001410,"Youngsville, LA",1067
53033025601,"Renton, WA",1067
22103040604,"Covington, LA",1066
27053021002,"Valley Place, Minneapolis, MN",1066
39061022602,"Cincinnati, OH",1066
12086000805,"Hialeah, FL",1066
6017030401,"South Lake Tahoe, CA",1065
30031000702,"Bozeman, MT",1065
34017015300,"West New York, NJ",1065
13051000300,"Historic District - North, Savannah, GA",1065
9001071200,"West End - West Side, Bridgeport, CT",1064
8013013207,"Longmont, CO",1064
42091201301,"Ambler, PA",1064
8123001404,"Greeley, CO",1064
6057001206,"Truckee, CA",1063
6077003311,"Bear Creek, Stockton, CA",1063
6113011101,"Woodland, CA",1062
48201550602,"Mckamy Meadows, Houston, TX",1062
21113060600,"Nicholasville, KY",1061
22071003302,"Fillmore, New Orleans, LA",1061
37067003906,"Winston-Salem, NC",1060
40143004200,"Bryn Mawr, Tulsa, OK",1060
17031806002,"Des Plaines, IL",1060
37183052506,"Brookhaven, Raleigh, NC",1059
44007012801,"Slatersville, North Smithfield, RI",1058
12105014001,"Winter Haven, FL",1056
37183054016,"North Raleigh, Raleigh, NC",1056
51540000501,"Fifeville, Charlottesville, VA",1056
12086010205,"Miami, FL",1054
13135050220,"Duluth, GA",1053
37119005913,"Griers Fork, Charlotte, NC",1053
37119005610,"Harris - Houston, Charlotte, NC",1053
26147634100,"Smiths Creek, MI",1052
24043010801,"Williamsport, MD",1052
35013001306,"Las Cruces, NM",1052
47093005708,"Knoxville, TN",1051
27003050810,"Blaine, MN",1051
42011012400,"Laureldale, PA",1051
55127000200,"Elkhorn, WI",1051
49035110600,"Salt Lake City, UT",1050
25025140202,"Hyde Park, Boston, MA",1049
1117030216,"Birmingham, AL",1049
55133201900,"Muskego, WI",1049
51109950202,"Mineral, VA",1049
51041100205,"Richmond, VA",1049
54003971900,"Inwood, WV",1049
22015010804,"Bossier City, LA",1049
10003013614,"Wilmington, DE",1049
36027160003,"Rhinebeck Village, Rhinebeck, NY",1049
12103026821,"Clearwater, FL",1049
34017006500,"Historic Downtown, Jersey City, NJ",1048
9003494400,"Newington, CT",1048
26099250800,"Saint Clair Shores, MI",1048
6073014902,"La Mesa, CA",1046
25025120201,"Jamaica Plain, Boston, MA",1046
22071001200,"Bywater, New Orleans, LA",1046
20161000600,"Manhattan, KS",1046
37051002501,"Fayetteville, NC",1046
13057091001,"Woodstock, GA",1045
34017011300,"Constable Hook, Bayonne, NJ",1045
48201252200,"Houston Farms, Houston, TX",1044
6007001100,"Chico, CA",1043
26125165100,"Farmington, MI",1042
23005002101,"North Deering, Portland, ME",1042
6073011602,"National City, CA",1042
4019004723,"Bonita Ridge, Tucson, AZ",1042
49035112816,"Draper, UT",1042
8031004202,"East, Denver, CO",1042
12009064601,"Sylvan Estates, Melbourne, FL",1041
48157675100,"Villages Of Town Center, Rosenberg, TX",1041
26163568400,"Westland, MI",1041
48113007102,"Dallas, TX",1041
25025170701,"Revere, MA",1040
36067004800,"Southside, Syracuse, NY",1039
6073001200,"North Park, San Diego, CA",1039
25027737300,"Millbury, MA",1039
41017000700,"Terrebonne, OR",1039
72127001200,"San Juan, PR",1039
17097860200,"Zion, IL",1038
51087200116,"Raintree, Richmond, VA",1038
17031671400,"Englewood, Chicago, IL",1037
41005022107,"Clackamas, OR",1037
42095017402,"Easton, PA",1037
48141010327,"Sandy Creek, El Paso, TX",1037
12099004816,"Lake Worth, FL",1037
6037192620,"Central LA, Los Angeles, CA",1037
12095015002,"Ocoee, FL",1037
42101002802,"East Passyunk Crossing, Philadelphia, PA",1036
36005024501,"Bronx County, NY",1036
13097080505,"Douglasville, GA",1036
17143002000,"Peoria, IL",1036
45015020723,"Goose Creek, SC",1036
8041007900,"West Colorado Springs, Colorado Springs, CO",1036
13097080102,"Lithia Springs, GA",1035
36005015100,"Bronx County, NY",1035
6071009905,"Victorville, CA",1035
45051060303,"North Myrtle Beach, SC",1034
26125197500,"Troy, MI",1033
17031670900,"Englewood, Chicago, IL",1033
6065044516,"Desert Hot Springs, CA",1032
4013061014,"Corte Sierra, Avondale, AZ",1032
29510102300,"Boulevard Heights, St. Louis, MO",1032
22071006500,"Mid-City, New Orleans, LA",1032
36111952100,"Kingston, NY",1032
12103022502,"Jungle Terrace, Saint Petersburg, FL",1032
11001009905,"Marshall Heights, Washington, DC",1031
48141001112,"Polk, El Paso, TX",1031
26163540500,"Detroit, MI",1031
34013007900,"Ironbound District, Newark, NJ",1030
34017006000,"Greenville, Jersey City, NJ",1030
12117020401,"Sanford, FL",1030
29095011406,"Independence, MO",1030
12053040906,"Spring Hill, FL",1030
8031000102,"Berkeley, Denver, CO",1029
48201452300,"Southwest Houston, Houston, TX",1029
13117130504,"Cumming, GA",1028
45079011901,"Hopkins, SC",1028
2170000800,"Wasilla, AK",1028
29095013313,"Grandview, MO",1028
8069001804,"Loveland, CO",1027
42101002500,"South Philadelphia, Philadelphia, PA",1027
12011100202,"Hallandale Beach, FL",1026
13121010119,"Sandy Springs, GA",1026
6037191120,"Central LA, Los Angeles, CA",1026
6067007013,"North Sacramento, Sacramento, CA",1025
6037408202,"Bassett, City of Industry, CA",1025
8069001708,"Provincetowne, Fort Collins, CO",1025
9003494201,"Newington, CT",1025
25005612100,"Raynham, MA",1025
36047053900,"Kings County, NY",1024
35049000200,"Santa Fe, NM",1024
34023002902,"Woodbridge, Woodbridge Township, NJ",1024
36081101001,"Queens County, NY",1024
26099225300,"Shelby charter Township, MI",1023
50023954600,"Montpelier, VT",1022
36047036502,"Kings County, NY",1022
40119010101,"Stillwater, OK",1022
12105012410,"Haines City, FL",1021
34001010900,"Hammonton, NJ",1020
23005017102,"Harpswell, ME",1020
29019001201,"Columbia, MO",1019
12033000500,"South Pensacola, Pensacola, FL",1019
23005013000,"Casco, ME",1018
18003010601,"Fort Wayne, IN",1018
33011002200,"Manchester, NH",1017
47155080202,"Sevierville, TN",1017
6071011401,"Big Bear, CA",1017
47037010104,"Joelton, Nashville, TN",1017
29510108300,"Baden, St. Louis, MO",1016
41047002303,"South Gateway, Salem, OR",1016
48013960100,"Pleasanton, TX",1016
41067031507,"Cedar Mill, Portland, OR",1015
39035186103,"Strongsville, OH",1015
12103024905,"Pinellas Park, FL",1015
34013012900,"Irvington, NJ",1015
39129021402,"Orient, OH",1014
36047114400,"Kings County, NY",1014
51810040200,"Northwest, Virginia Beach, VA",1014
25023560100,"Mattapoisett Center, Mattapoisett, MA",1014
48037010901,"Texarkana, TX",1014
22071014400,"Uptown/Carrollton, New Orleans, LA",1013
30063000901,"Missoula, MT",1013
13145120300,"Harris County, GA",1013
21037051904,"Alexandria, KY",1012
6037530802,"Los Angeles, CA",1012
27053100900,"McKinley, Minneapolis, MN",1012
8123001408,"Greeley, CO",1012
53033026802,"Highline, Seattle, WA",1011
26125144100,"Waterford Township, MI",1011
34001011701,"Egg Harbor Township, NJ",1011
12105011908,"Lakeland, FL",1010
48091310902,"New Braunfels, TX",1010
42071010600,"Elizabethtown, PA",1010
44007012401,"Johnston, RI",1009
48201551200,"Greenwood Forest, Houston, TX",1009
6063000502,"Westwood, CA",1008
48029181821,"Country View, San Antonio, TX",1007
36001013506,"Latham, NY",1006
12087971300,"Marathon, FL",1006
12071010302,"Hancock, Cape Coral, FL",1006
17019010603,"Mahomet, IL",1005
40109108220,"Edmond, OK",1005
48451000300,"San Angelo, TX",1005
8049000202,"Tabernash, CO",1004
39113010200,"Dayton, OH",1004
6037199120,"Montecito Heights, Los Angeles, CA",1004
42041011102,"Mechanicsburg, PA",1004
51630000200,"Fredericksburg, VA",1004
22071001748,"New Orleans East Area, New Orleans, LA",1003
42041010400,"Camp Hill, PA",1003
36071000400,"Newburgh, NY",1003
32003003615,"North Las Vegas, NV",1002
8069002501,"Fort Collins, CO",1002
13059150300,"Athens, GA",1002
42101034200,"Fox Chase/ Burholme, Philadelphia, PA",1002
36055014503,"Rochester, NY",1002
41005023404,"Sandy, OR",1001
34029739000,"Surf City, NJ",1000
29047021401,"Liberty, MO",1000
26099210000,"Richmond, MI",1000
34025801600,"Keansburg, NJ",999
17031842600,"South Side, Chicago, IL",999
6037237102,"South Figueroa Corridor, Los Angeles, CA",999
12086010802,"Naranja, FL",998
4013319401,"South Tempe, Tempe, AZ",998
17031750300,"South Side, Chicago, IL",997
48491020310,"Great Oaks, Round Rock, TX",997
12086009808,"Miami, FL",996
32031002407,"Northwest Reno, Reno, NV",996
12031013721,"Westside, Jacksonville, FL",996
42041012502,"Carlisle, PA",995
50023954500,"Berlin, VT",995
26081011804,"Grand Rapids, MI",995
36115081000,"Fort Ann, NY",995
26137950600,"Gaylord, MI",995
6101050603,"Yuba City, CA",994
6037183401,"Northeast Los Angeles, Los Angeles, CA",994
10003002400,"The Flats, Wilmington, DE",994
24025305200,"Darlington, MD",994
4019004619,"Oro Valley Heights, Tucson, AZ",994
45019000900,"Charleston, SC",993
12005002601,"Upper Grand Lagoon, FL",993
48453002314,"East Riverside - Oltorf, Austin, TX",992
6073012502,"Chula Vista, CA",992
33011001900,"Kalivas Union, Manchester, NH",992
29189219100,"Webster Groves, MO",992
17031770201,"Elk Grove Village, IL",992
48453000402,"East Austin, Austin, TX",991
26125183100,"Royal Oak, MI",991
17201003801,"Rockford, IL",991
29077004103,"Springfield, MO",991
44007014502,"Cranston, RI",991
24510280200,"Gwynn Oak, Baltimore, MD",991
48141001104,"Sunland Park North, El Paso, TX",990
48201552900,"Houston, TX",990
25013800400,"Liberty Heights, Springfield, MA",990
42101025800,"North Philadelphia, Philadelphia, PA",989
48113017702,"Mesquite, TX",989
22051020302,"Metairie, LA",988
48491021505,"Round Rock, TX",988
6037531604,"East Los Angeles, CA",987
34005700104,"Palmyra, NJ",987
18109510100,"Mooresville, IN",987
42101020900,"Northwest Philadelphia, Philadelphia, PA",987
12057010702,"Tampa, FL",986
6037600902,"Inglewood, CA",986
48201555402,"Tomball, TX",986
34007605100,"Gloucester City, NJ",986
55025002800,"Madison, WI",986
42101012203,"Wynnefield Heights, Philadelphia, PA",986
18097322200,"Oliver Johnson's Woods, Indianapolis, IN",985
12011010702,"Pompano Beach, FL",985
36005006500,"Bronx County, NY",984
26163590400,"New Boston, Huron Charter Township, MI",984
1003011102,"Fairhope, AL",984
44007012402,"Johnston, RI",984
34023008101,"Spotswood, NJ",983
20173006100,"K-15, Wichita, KS",983
10003015400,"Wilmington, DE",982
17031822400,"Oak Lawn, IL",982
39153532901,"Cuyahoga Falls, OH",981
27147960700,"Owatonna, MN",981
48477170300,"Brenham, TX",981
42101003901,"South Philadelphia, Philadelphia, PA",980
24510270200,"Lauraville, Baltimore, MD",980
13067031506,"Powder Springs, GA",979
44005041602,"Tiverton, Tiverton, RI",979
47093006104,"Powell, TN",978
37183053807,"Stonebridge, Raleigh, NC",978
5007020703,"Bella Vista, AR",978
18089021400,"Hammond, IN",978
48201454100,"Houston, TX",978
12086005600,"Flagami, Coral Gables, FL",977
26163540300,"Detroit, MI",977
18057110812,"Sunblest, Fishers, IN",977
48245010200,"Port Arthur, TX",977
34005704700,"Burlington County, NJ",977
48491020114,"Georgetown, TX",977
33011000300,"Rimmon Heights, Manchester, NH",977
55079130200,"Hales Corners, WI",976
41051000701,"Southeast Portland, Portland, OR",976
25025081800,"Roxbury, Boston, MA",976
13121010209,"Sandy Springs, GA",976
22101040800,"Patterson, LA",976
4013115500,"Maricopa Garden Farms, Phoenix, AZ",976
48029161503,"South San Antonio, San Antonio, TX",976
13185010302,"Valdosta, GA",975
6037433302,"El Monte, CA",975
39085205001,"Creekview Park, Mentor, OH",975
2282000100,"Yakutat, AK",975
9013530200,"Rockville, Vernon, CT",974
25025040401,"Charlestown, Boston, MA",974
12095017902,"Apopka, FL",974
6067005001,"Bandaccari Terrace, Sacramento, CA",974
12086006602,"Brickell, Miami, FL",973
4027011104,"Adams Acres, Yuma, AZ",973
13089021413,"Atlanta, GA",973
51650011800,"Wythe, Hampton, VA",972
18081610605,"Greenwood, IN",972
36061009700,"Midtown, New York, NY",972
42055011900,"Greencastle, PA",971
6071004004,"Agua Mansa Industrial Corridor, Bloomington, CA",971
49011125906,"Fairfield Meadows, Layton, UT",971
25027730402,"Brittan Square, Worcester, MA",971
9007600100,"Chester Center, Chester, CT",971
12011030705,"Coconut Creek, FL",971
51683910201,"Manassas, VA",970
36083052601,"East Nassau, NY",970
22051025400,"Gretna, LA",970
12057004400,"Northwest Tampa, Tampa, FL",970
39093090200,"Columbia Station, OH",970
41029000602,"Medford, OR",970
37183052903,"Rolling Hills Estates, Raleigh, NC",970
55015020800,"Appleton, WI",970
41051008202,"Southeast Portland, Portland, OR",970
44007016300,"Pawtucket, RI",970
24510190200,"Pratt Monroe, Baltimore, MD",969
6077005132,"Manteca, CA",969
13063040521,"Riverdale, GA",969
6071001901,"Chino, CA",969
53063000600,"Northtown, Spokane, WA",969
9001070400,"South End, Bridgeport, CT",969
51023040301,"Fincastle, VA",969
51161030900,"Roanoke, VA",968
42003451300,"Coraopolis, PA",968
72137122002,"Toa Alta, PR",968
39017011130,"Butler County, OH",967
17031210602,"Avondale, Chicago, IL",967
23005017304,"Scarborough, ME",967
45079011414,"Columbia, SC",966
6029003600,"Taft, CA",966
17031825400,"Tinley Park, IL",965
29095018000,"Lee's Summit, MO",965
48201350500,"Southbelt/ Ellington, Houston, TX",965
12127090400,"Rogers Deland, DeLand, FL",965
13067031117,"Smyrna, GA",965
6037222200,"South Los Angeles, Los Angeles, CA",965
36001014606,"Schenectady, NY",965
12109021301,"St. Augustine, FL",964
36005007300,"Bronx County, NY",964
39045030600,"South Columbus, Pickerington, OH",964
31055006503,"North Central Omaha, Omaha, NE",964
12083002401,"Ocala, FL",964
6061021403,"Downtown Lincoln, Lincoln, CA",964
36061015602,"Upper Manhattan, New York, NY",963
12095013511,"Orlando, FL",963
53053073117,"Eatonville, WA",963
37031970903,"Emerald Isle, NC",963
47001020600,"Oak Ridge, TN",963
22071000701,"Lower Ninth Ward, New Orleans, LA",963
9009170400,"Meriden, CT",963
34025805600,"Long Branch, NJ",963
12031014604,"Arlington, Jacksonville, FL",962
35001000123,"Albuquerque, NM",962
12081002011,"Bradenton, FL",962
13057090501,"Canton, GA",962
17031242000,"Noble Square, Chicago, IL",962
48439105703,"Wedgwood East, Fort Worth, TX",961
8041001104,"West Colorado Springs, Colorado Springs, CO",961
17031802801,"Arlington Heights, IL",961
17031803005,"Arlington Heights, IL",961
25013800300,"Liberty Heights, Springfield, MA",960
17031250300,"Austin, Chicago, IL",960
5119004213,"Little Rock, AR",960
51800075302,"Suffolk, VA",959
17089853004,"North Aurora, IL",959
48113019004,"Garland, TX",959
26081001400,"Belknap Lookout, Grand Rapids, MI",958
13135050319,"Gwinnett Village, Norcross, GA",958
