"tract","Name","Teenage_Birth_Rate_women_only_rP_gF_pall"
39035109701,"Central, Cleveland, OH",0.7934
39061000900,"Over-The-Rhine, Cincinnati, OH",0.7589
4017940100,"Cibecue, AZ",0.7537
17031351500,"Bronzeville, Chicago, IL",0.7527
17031380500,"Bronzeville, Chicago, IL",0.7508
1097000402,"Orange Grove, Mobile, AL",0.7481
22071004800,"Iberville, New Orleans, LA",0.7185
5035031200,"West Memphis, AR",0.7171
17031841000,"Near South Side, Chicago, IL",0.7099
47157000200,"North Memphis, Memphis, TN",0.7096
17031350400,"Douglas, Chicago, IL",0.7049
39061001600,"Over-The-Rhine, Cincinnati, OH",0.7045
17031835600,"Fuller Park, Chicago, IL",0.7022
26021000500,"Benton Harbor, MI",0.701
17031836500,"Bronzeville, Chicago, IL",0.6991
39061001100,"Over-The-Rhine, Cincinnati, OH",0.6965
17031400800,"South Side, Chicago, IL",0.694
22071001600,"Florida Development Neighborhood, New Orleans, LA",0.6895
40109103602,"Central Oklahoma City, Oklahoma City, OK",0.6858
55079185500,"Lindsay Heights, Milwaukee, WI",0.6817
22071000601,"Fischer Development Neighborhood, New Orleans, LA",0.6809
18097341600,"Haughville, Indianapolis, IN",0.6806
1097001502,"Arlington, Mobile, AL",0.677
48113003901,"Dallas, TX",0.6766
28035000500,"Hattiesburg, MS",0.6755
17031842200,"Goose Island, Chicago, IL",0.675
47037014800,"South Nashville, Nashville, TN",0.6705
17031843100,"Lawndale, Chicago, IL",0.6677
1101000600,"Montgomery, AL",0.6674
17031280800,"Near West Side, Chicago, IL",0.6665
5091020600,"Ozan, Texarkana, AR",0.6663
26021000400,"Benton Harbor, MI",0.6634
47037016000,"South Nashville, Nashville, TN",0.6618
13121011800,"English Avenue, Atlanta, GA",0.6616
39049004200,"Downtown, Columbus, OH",0.6612
17031834500,"South Side, Chicago, IL",0.6603
17031842900,"University Village / Little Italy, Chicago, IL",0.6602
24510280500,"Pleasant View Gardens, Baltimore, MD",0.6596
55079008800,"Park West, Milwaukee, WI",0.6588
55079008400,"North Division, Milwaukee, WI",0.6574
26163520300,"Cass Corridor, Detroit, MI",0.6564
24510250204,"Cherry Hill, Baltimore, MD",0.6561
17031430300,"Grand Crossing, Chicago, IL",0.6549
28049011400,"Greater Belhaven, Jackson, MS",0.6549
17031841400,"Little Village, Chicago, IL",0.6548
17031540102,"Golden Gate, Chicago, IL",0.6546
12057001900,"East Tampa, Tampa, FL",0.6514
17031670100,"Englewood, Chicago, IL",0.6513
17031360200,"Bronzeville, Chicago, IL",0.651
39035103300,"Ohio City, Cleveland, OH",0.6509
17031291200,"North Lawndale, Chicago, IL",0.6467
13121002500,"Vine City, Atlanta, GA",0.646
5035030502,"West Memphis, AR",0.6439
45083020800,"Highland, Spartanburg, SC",0.6439
18141002100,"Northwest South Bend, South Bend, IN",0.6438
22071013100,"Leonidas, New Orleans, LA",0.6436
26077000202,"Northside, Kalamazoo, MI",0.6436
17031260500,"Garfield Park, Chicago, IL",0.643
47157011300,"North Memphis, Memphis, TN",0.641
17031681200,"South Side, Chicago, IL",0.6384
22017023200,"Cedar Grove, Lynbrook, Shreveport, LA",0.6382
17031340600,"Armour Square, Chicago, IL",0.6381
5035031000,"Crawfordsville, AR",0.6373
39035114300,"Kinsman, Cleveland, OH",0.6373
47157000400,"New Chicago, Memphis, TN",0.6373
17143005000,"Peoria, IL",0.637
13121002600,"Vine City, Atlanta, GA",0.6368
18097351500,"Highland Vicinity, Indianapolis, IN",0.6367
29510111500,"Jeff-Vander-Lou, St. Louis, MO",0.635
1097000401,"Owens, Mobile, AL",0.6347
12071000502,"Fort Myers, FL",0.6347
47157002100,"North Memphis, Memphis, TN",0.6331
42045404900,"Chester, PA",0.6322
5035030501,"West Memphis, AR",0.6315
28151000400,"Greenville, MS",0.6311
17031841500,"Lawndale, Chicago, IL",0.6311
42101016600,"North Philadelphia, Philadelphia, PA",0.6305
18097351600,"Fall Creek Place, Indianapolis, IN",0.6303
12105011203,"Webster Park North, Lakeland, FL",0.6299
51760020100,"East End, Richmond, VA",0.6296
17031292200,"Lawndale, Chicago, IL",0.629
28135950300,"Tutwiler, MS",0.6288
47065002000,"Southside Historic District, Chattanooga, TN",0.6281
24510100200,"Baltimore, MD",0.6279
55079009800,"Walnut Hill, Milwaukee, WI",0.6277
47065012200,"Avondale, Chattanooga, TN",0.6274
47157005000,"South Memphis, Memphis, TN",0.6273
24510120400,"Barclay, Baltimore, MD",0.6273
48303000900,"Parkway and Cherry Point, Lubbock, TX",0.6253
17031380700,"Bronzeville, Chicago, IL",0.6251
13059000100,"Athens, GA",0.6246
55079006700,"Harambee, Milwaukee, WI",0.6241
39061007700,"Millvale, Cincinnati, OH",0.6238
12057004000,"South Nebraska, Tampa, FL",0.6238
12057004300,"Northwest Tampa, Tampa, FL",0.6236
17031836100,"South Side, Chicago, IL",0.6226
51760030100,"Gilpin, Richmond, VA",0.6213
5107480600,"Elaine, AR",0.6204
17031351400,"Bronzeville, Chicago, IL",0.6194
26021000600,"Benton Harbor, MI",0.6187
17091011600,"Kankakee, IL",0.6187
17031260300,"Garfield Park, Chicago, IL",0.6185
13121005700,"Pittsburgh, Atlanta, GA",0.6182
39035113500,"Fairfax, Cleveland, OH",0.6182
17031260900,"Garfield Park, Chicago, IL",0.6178
48439101700,"Fort Worth, TX",0.6176
36029003500,"MLK Park, Buffalo, NY",0.6172
28049001100,"Jackson, MS",0.6163
39035154300,"Garfield Heights, OH",0.6154
22071009200,"Central City, New Orleans, LA",0.6151
17031841600,"Lawndale, Chicago, IL",0.6143
39035109801,"Central, Cleveland, OH",0.6142
26021000300,"Benton Harbor, MI",0.6139
17031251900,"Austin, Chicago, IL",0.6137
37119000700,"Optimist Park, Charlotte, NC",0.6137
17031381800,"South Side, Chicago, IL",0.6133
17201002600,"Rockford, IL",0.6133
34013003900,"Springfield/Belmont, Newark, NJ",0.6121
48141010506,"Tornillo, TX",0.6117
13121005502,"South Atlanta, Atlanta, GA",0.6111
26081003600,"SECA, Grand Rapids, MI",0.6105
48507950301,"Crystal City, TX",0.6098
55079008600,"Lindsay Heights, Milwaukee, WI",0.6097
22017020600,"Allendale, Lakeside, Shreveport, LA",0.609
17163504600,"East Saint Louis, IL",0.6088
13121004800,"Capital Gateway, Atlanta, GA",0.6088
1097004100,"Prichard, AL",0.6087
37063000900,"Durham, NC",0.6087
39035112301,"Hough, Cleveland, OH",0.6086
28049002700,"Jackson, MS",0.6086
24510200100,"Lexington, Baltimore, MD",0.6078
24510170200,"McCulloh Homes, Baltimore, MD",0.6074
12057005000,"Northwest Tampa, Tampa, FL",0.6074
55079008900,"Sherman Park, Milwaukee, WI",0.6071
17163500400,"East Saint Louis, IL",0.6068
12099002400,"Progressive Northwest, West Palm Beach, FL",0.6065
28049001900,"Greater Belhaven, Jackson, MS",0.6065
39035113801,"Central, Cleveland, OH",0.606
17031681300,"Englewood, Chicago, IL",0.6057
39061002200,"Mount Auburn, Cincinnati, OH",0.6051
36055001500,"South Marketview Heights, Rochester, NY",0.6051
55079186000,"Hillside, Milwaukee, WI",0.6048
47157000800,"Hollywood, Memphis, TN",0.6047
45083020400,"Spartanburg, SC",0.6042
55079007000,"Harambee, Milwaukee, WI",0.6041
20173000600,"North Central, Wichita, KS",0.6038
51760020200,"East End, Richmond, VA",0.6032
37067000801,"Winston-Salem, NC",0.603
22071006000,"Tulane - Gravier, New Orleans, LA",0.6027
1101000100,"Montgomery, AL",0.6024
17031260600,"Garfield Park, Chicago, IL",0.6024
17167000800,"Pillsbury, Springfield, IL",0.602
24510080200,"Broadway East, Baltimore, MD",0.6019
39023000300,"Springfield, OH",0.6014
40109103000,"Central Oklahoma City, Oklahoma City, OK",0.6012
17031671300,"Englewood, Chicago, IL",0.6011
1097003902,"Summerville, Mobile, AL",0.6009
22073000600,"Monroe, LA",0.6007
17031843000,"Lawndale, Chicago, IL",0.6006
26163510400,"Hamtramck, MI",0.6002
17031231500,"East Garfield Park, Chicago, IL",0.5996
13021011500,"Macon, GA",0.5994
10003001902,"Wilmington, DE",0.5993
22071002000,"St. Roch, New Orleans, LA",0.5992
17031251000,"Austin, Chicago, IL",0.5991
17031260400,"Garfield Park, Chicago, IL",0.5988
17031280400,"Near West Side, Chicago, IL",0.5987
22073001500,"Monroe, LA",0.5987
22019000200,"Lake Charles, LA",0.5982
24510200400,"Shipley Hill, Baltimore, MD",0.5981
17031430500,"South Side, Chicago, IL",0.5979
17031400400,"South Side, Chicago, IL",0.5978
47157005700,"South Memphis, Memphis, TN",0.5974
24510090900,"Oliver, Baltimore, MD",0.5971
47157011400,"Downtown, Memphis, TN",0.5971
39035112100,"Hough, Cleveland, OH",0.597
45079010408,"Columbia, SC",0.597
12071000600,"Dunbar, Fort Myers, FL",0.5968
26163512900,"Detroit, MI",0.5968
17143000100,"Peoria, IL",0.5968
55079006400,"Park West, Milwaukee, WI",0.5967
17201002500,"Rockford, IL",0.5966
24510271802,"Langston Hughes, Baltimore, MD",0.5966
12117021100,"Sanford, FL",0.5959
1097000600,"Gorgas, Mobile, AL",0.5956
36055005200,"Group 14621, Rochester, NY",0.5956
26121000300,"Angell, Muskegon, MI",0.5955
17201002400,"Rockford, IL",0.5953
17031837000,"East Garfield Park, Chicago, IL",0.5952
45019004300,"North Charleston, SC",0.5948
17031431302,"South Shore, Chicago, IL",0.5948
39061002300,"Mount Auburn, Cincinnati, OH",0.5948
26163518500,"Detroit, MI",0.5948
34001001500,"Atlantic City, NJ",0.5944
26163531300,"Dexter-Linwood, Detroit, MI",0.594
18097351700,"Reagan Park, Indianapolis, IN",0.5937
26163511200,"North End, Detroit, MI",0.5932
42101037700,"North Philadelphia, Philadelphia, PA",0.5931
13121008602,"Monroe Heights, Atlanta, GA",0.593
22071013700,"Desire Area, New Orleans, LA",0.5929
39095002900,"Toledo, OH",0.5929
22071014000,"Central City, New Orleans, LA",0.5928
13121011000,"East Point, GA",0.5927
17031400500,"South Side, Chicago, IL",0.5926
28089030500,"Canton, MS",0.5925
47157011200,"North Memphis, Memphis, TN",0.5924
1125011701,"Tuscaloosa, AL",0.5923
26121001300,"Muskegon Heights, MI",0.5923
47157005900,"South Memphis, Memphis, TN",0.5918
26163518600,"Detroit, MI",0.5917
37181960800,"Henderson, NC",0.5917
13021012700,"Macon, GA",0.5913
39035113600,"Fairfax, Cleveland, OH",0.5913
12031002901,"Moncrief Park, Jacksonville, FL",0.5913
17031836000,"Bronzeville, Chicago, IL",0.5912
34007610300,"Cooper Grant, Camden, NJ",0.5912
5041950300,"Dumas, AR",0.5912
17031420800,"South Side, Chicago, IL",0.5911
17031280900,"Near West Side, Chicago, IL",0.591
17031834700,"Englewood, Chicago, IL",0.591
17031835900,"Bronzeville, Chicago, IL",0.5908
47157005500,"South Memphis, Memphis, TN",0.5906
26163514500,"Detroit, MI",0.5906
42003040200,"West Oakland, Pittsburgh, PA",0.5904
47157006200,"Glenview, Memphis, TN",0.5904
22017025200,"Allendale, Lakeside, Shreveport, LA",0.5902
1069040600,"Dothan, AL",0.5901
1097007700,"Prichard, AL",0.59
17031292500,"Lawndale, Chicago, IL",0.59
17031670200,"Englewood, Chicago, IL",0.5898
29510126700,"Hyde Park, St. Louis, MO",0.5898
26049001400,"Flint, MI",0.5897
47037011900,"East Nashville, Nashville, TN",0.5896
18003001700,"Hanna Creighton, Fort Wayne, IN",0.5896
1097001200,"Owens, Mobile, AL",0.5893
28049001000,"Jackson, MS",0.5889
22071003400,"Seventh Ward, New Orleans, LA",0.5887
31055005902,"North Omaha, Omaha, NE",0.5886
22071009400,"Central City, New Orleans, LA",0.5884
47037019400,"Germantown, Nashville, TN",0.588
24510080800,"Broadway East, Baltimore, MD",0.5878
13121002300,"English Avenue, Atlanta, GA",0.5878
1053970600,"Atmore, AL",0.5876
22071006900,"B. W. Cooper, New Orleans, LA",0.5874
48439123500,"Hillside Morningside, Fort Worth, TX",0.5874
13121003900,"Ashview Heights, Atlanta, GA",0.5872
55079009600,"Washington Park, Milwaukee, WI",0.5871
34007601600,"Liberty Park, Camden, NJ",0.587
22017021800,"Queensborough, Shreveport, LA",0.5868
17031836700,"East Garfield Park, Chicago, IL",0.5867
22071014100,"New Orleans, LA",0.5866
24510170300,"Upton, Baltimore, MD",0.5866
22071002800,"Seventh Ward, New Orleans, LA",0.5865
12115000300,"Newtown, Sarasota, FL",0.5864
39035118500,"Glenville, Cleveland, OH",0.5864
28027950600,"Clarksdale, MS",0.5863
17031400300,"South Side, Chicago, IL",0.5862
17031843300,"Douglas Park, Chicago, IL",0.5861
48439103601,"Stop 6/Poly Oversight Assn, Fort Worth, TX",0.586
48227950300,"Big Spring, TX",0.5859
48109950300,"Van Horn, TX",0.5858
24510060300,"Butchers Hill, Baltimore, MD",0.5857
12031002600,"Lackawanna, Jacksonville, FL",0.5856
17031670500,"Englewood, Chicago, IL",0.5855
17031081900,"Cabrini-Green, Chicago, IL",0.5854
47157011600,"South Memphis, Memphis, TN",0.5853
1097000500,"Fisher, Mobile, AL",0.5853
17031671400,"Englewood, Chicago, IL",0.5853
28035010700,"Hattiesburg, MS",0.5852
17031231100,"Humboldt Park, Chicago, IL",0.585
37195000801,"Wilson, NC",0.585
5069001200,"Pine Bluff, AR",0.5849
17031680900,"Englewood, Chicago, IL",0.5847
17143000900,"Peoria, IL",0.5846
26081003100,"Madison Area, Grand Rapids, MI",0.5842
12057003900,"Historic Ybor, Tampa, FL",0.584
22073010700,"Monroe, LA",0.5839
22071008600,"Central City, New Orleans, LA",0.5837
39035111800,"St. Clair - Superior, Cleveland, OH",0.5837
17031260800,"East Garfield Park, Chicago, IL",0.5837
5035031100,"Earle, AR",0.5836
17031380100,"Bronzeville, Chicago, IL",0.5832
13121008601,"Atlanta, GA",0.5832
47157002400,"North Memphis, Memphis, TN",0.583
1073000700,"Collegeville, Birmingham, AL",0.5829
45085001500,"Sumter, SC",0.5824
17031835500,"Fuller Park, Chicago, IL",0.5824
37119002300,"Grier Heights, Charlotte, NC",0.5823
13121006802,"Thomasville Heights, Atlanta, GA",0.5823
17031251100,"Austin, Chicago, IL",0.5822
13121004400,"Mechanicsville, Atlanta, GA",0.5818
18097352100,"Martindale-Brightwood, Indianapolis, IN",0.5816
5093010300,"Blytheville, AR",0.5815
17031834600,"Englewood, Chicago, IL",0.5814
22071014300,"Central City, New Orleans, LA",0.5814
17167001700,"Springfield, IL",0.5813
17031351100,"Bronzeville, Chicago, IL",0.5813
26021002200,"Benton Harbor, MI",0.5811
17091011000,"Hopkins Park, IL",0.5809
17031252102,"Austin, Chicago, IL",0.5808
17031690300,"Greater Grand Crossing, Chicago, IL",0.5808
47157010300,"Frayser, Memphis, TN",0.5806
17031842500,"Greater Grand Crossing, Chicago, IL",0.5804
17031829401,"Chicago Heights, IL",0.5802
28151001100,"Greenville, MS",0.5799
5069001000,"Pine Bluff, AR",0.5798
18089030100,"East Chicago, IN",0.5795
13215002500,"Columbus, GA",0.5794
37119004500,"Smallwood, Charlotte, NC",0.5794
4013114402,"Central City, Phoenix, AZ",0.5791
1101000300,"Montgomery, AL",0.5789
55079008700,"Park West, Milwaukee, WI",0.5788
39035114501,"Kinsman, Cleveland, OH",0.5788
12095018500,"Southwest Orlando, Orlando, FL",0.5787
28151001200,"Greenville, MS",0.5786
42101013900,"Cecil B. Moore, Philadelphia, PA",0.5786
13095000800,"Albany, GA",0.5784
17031671500,"Englewood, Chicago, IL",0.5783
17031251600,"Austin, Chicago, IL",0.5782
12099002200,"North Tamarind, West Palm Beach, FL",0.5781
29189214100,"St. Louis, MO",0.578
29095005400,"East Side, Kansas City, MO",0.5779
26163511300,"Detroit, MI",0.5778
13121006200,"Oakland City, Atlanta, GA",0.5777
12031001500,"Urban Core, Jacksonville, FL",0.5775
34021001500,"Trenton, NJ",0.5772
37195000200,"Wilson, NC",0.5771
6001401600,"McClymonds, Oakland, CA",0.5771
1015000300,"Anniston, AL",0.5771
12095010400,"Northwest Orlando, Orlando, FL",0.5769
39035104200,"Tremont, Cleveland, OH",0.5769
17031251800,"Austin, Chicago, IL",0.5767
24510080600,"Broadway East, Baltimore, MD",0.5767
39035111902,"St. Clair - Superior, Cleveland, OH",0.5766
36055000700,"Upper Falls, Rochester, NY",0.5764
1101002202,"Montgomery, AL",0.5764
1125011800,"Tuscaloosa, AL",0.5764
39061003700,"Walnut Hills, Cincinnati, OH",0.5761
22033005100,"Mid City North, Baton Rouge, LA",0.5759
5035030101,"West Memphis, AR",0.5758
17031838000,"Near West Side, Chicago, IL",0.5757
17031838700,"Lawndale, Chicago, IL",0.5755
13121006700,"The Villages at Carver, Atlanta, GA",0.5755
35053940000,"Alamo, NM",0.5753
17031271200,"East Garfield Park, Chicago, IL",0.5753
24510090700,"Coldstream - Homestead - Montebello, Baltimore, MD",0.5753
22019000400,"Lake Charles, LA",0.5753
13089020500,"Edgewood, Atlanta, GA",0.575
42101014800,"Cecil B. Moore, Philadelphia, PA",0.575
55079185400,"Lindsay Heights, Milwaukee, WI",0.5749
37107010300,"Kinston, NC",0.5748
17031711400,"South Side, Chicago, IL",0.5748
13255160800,"Griffin, GA",0.5747
22071001900,"St. Roch, New Orleans, LA",0.5743
24510030100,"Perkins Homes, Baltimore, MD",0.5743
17031420500,"South Side, Chicago, IL",0.5743
47157002000,"North Memphis, Memphis, TN",0.5741
1097002302,"Maryvale, Mobile, AL",0.5741
22033001000,"Mid City North, Baton Rouge, LA",0.5739
37063001001,"East Durham, Durham, NC",0.5738
17031252101,"Austin, Chicago, IL",0.5737
13185011000,"Valdosta, GA",0.5735
22015011300,"Bossier City, LA",0.5735
39049001600,"University District, Columbus, OH",0.5733
18097350300,"Crown Hill, Indianapolis, IN",0.5731
48375012000,"Amarillo, TX",0.573
22033003000,"Baton Rouge, LA",0.5728
13051010101,"Savannah, GA",0.5727
5107480400,"Helena-West Helena, AR",0.5725
51740212000,"Portsmouth, VA",0.5724
39113070202,"Residence Park, Dayton, OH",0.5723
22071013800,"St. Bernard Area, New Orleans, LA",0.5723
17031251500,"Austin, Chicago, IL",0.5722
1101001200,"Montgomery, AL",0.5721
26163512600,"Detroit, MI",0.572
26163553200,"Highland Park, MI",0.5717
26163545400,"Detroit, MI",0.5716
47157011500,"Memphis, TN",0.5716
18097353600,"Indianapolis, IN",0.5715
42101015102,"North Philadelphia, Philadelphia, PA",0.5711
55079185600,"Milwaukee, WI",0.5711
18097322500,"Indianapolis, IN",0.571
48113003700,"Dallas, TX",0.5708
26121004200,"Nelson, Muskegon, MI",0.5707
1101001000,"Montgomery, AL",0.5704
17031283800,"University Village / Little Italy, Chicago, IL",0.5702
22071000701,"Lower Ninth Ward, New Orleans, LA",0.5702
17031670800,"Englewood, Chicago, IL",0.57
36055006400,"Genesee-Jefferson, Rochester, NY",0.57
18097350100,"Indianapolis, IN",0.5698
47157008110,"Imogene Heights, Memphis, TN",0.5697
17031270500,"Garfield Park, Chicago, IL",0.5697
22071000800,"Holy Cross, New Orleans, LA",0.5697
34007600400,"Bergen Square, Camden, NJ",0.5697
39061008502,"Cincinnati, OH",0.5696
22033001104,"Lobdell/Woodale, Baton Rouge, LA",0.5695
17031612000,"Back of the Yards, Chicago, IL",0.5695
24510160300,"Sandtown-Winchester, Baltimore, MD",0.5693
42101010800,"Mantua, Philadelphia, PA",0.5693
13021010500,"Macon, GA",0.5693
22071000902,"Lower Ninth Ward, New Orleans, LA",0.5691
18097351900,"Martindale-Brightwood, Indianapolis, IN",0.5687
39049001500,"South Linden, Columbus, OH",0.5687
29095005500,"East Side, Kansas City, MO",0.5686
47157000600,"Hollywood, Memphis, TN",0.5686
12031001300,"Brentwood, Jacksonville, FL",0.5686
29510109700,"College Hill, St. Louis, MO",0.5685
39035119300,"Woodland Hills, Cleveland, OH",0.5679
39099802300,"Warren, Youngstown, OH",0.5678
48455950500,"Trinity, TX",0.5678
37119003902,"Reid Park, Charlotte, NC",0.5677
47037019300,"East Nashville, Nashville, TN",0.5677
39095003600,"ONYX, Toledo, OH",0.5676
39095002800,"Center City, Toledo, OH",0.5675
13059030200,"Athens, GA",0.5675
20209041800,"Riverview, Kansas City, KS",0.5674
12031001600,"Mid-Westside, Jacksonville, FL",0.5674
48309001200,"Brook Oaks, Waco, TX",0.5673
17031681000,"Englewood, Chicago, IL",0.5673
13121008500,"Grove Park, Atlanta, GA",0.5673
18097352800,"Martindale-Brightwood, Indianapolis, IN",0.5672
39113165100,"MacFarlane, Dayton, OH",0.5671
39049001400,"South Linden, Columbus, OH",0.567
42045410700,"Chester, PA",0.567
17115003100,"Decatur, IL",0.5669
39035111202,"St. Clair - Superior, Cleveland, OH",0.5667
17031835800,"Bronzeville, Chicago, IL",0.5666
47157000300,"North Memphis, Memphis, TN",0.5663
1097007500,"Prichard, AL",0.5662
18097350900,"Mapleton - Fall Creek, Indianapolis, IN",0.5662
17031671100,"Englewood, Chicago, IL",0.5661
39035111700,"St. Clair - Superior, Cleveland, OH",0.566
17031260700,"Garfield Park, Chicago, IL",0.566
29510107600,"Mark Twain, St. Louis, MO",0.5657
17031611700,"South Side, Chicago, IL",0.5656
17031611000,"Back of the Yards, Chicago, IL",0.5654
24510160600,"Mosher, Baltimore, MD",0.5654
26021002300,"Benton Harbor, MI",0.565
55079006800,"Borchert Field, Milwaukee, WI",0.565
22033000300,"Mid City North, Baton Rouge, LA",0.565
39035112800,"Hough, Cleveland, OH",0.565
17163500500,"East Saint Louis, IL",0.5649
36067004200,"Southside, Syracuse, NY",0.5649
39035118900,"Hough, Cleveland, OH",0.5648
39061008601,"North Fairmount, Cincinnati, OH",0.5648
47037014400,"Watkins Park, Nashville, TN",0.5647
17031671900,"Englewood, Chicago, IL",0.5646
28031950200,"Collins, MS",0.5645
39095003300,"ONYX, Toledo, OH",0.5645
24510070400,"Gay Street, Baltimore, MD",0.5644
47037012600,"East Nashville, Nashville, TN",0.5643
13095010601,"Albany, GA",0.5642
13021010400,"Macon, GA",0.5641
34013001600,"Fairmount, Newark, NJ",0.5639
26049001500,"Flint, MI",0.5639
22079012700,"Alexandria, LA",0.5639
17143000300,"Peoria, IL",0.5634
55079009000,"Washington Park, Milwaukee, WI",0.5632
12011041400,"Central Fort Lauderdale, Fort Lauderdale, FL",0.5632
29095016400,"East Community Team South, Kansas City, MO",0.5632
13095001403,"Albany, GA",0.5632
13095000200,"Albany, GA",0.5632
39035112500,"Hough, Cleveland, OH",0.5631
17031660700,"Chicago Lawn, Chicago, IL",0.5631
39035109301,"Central, Cleveland, OH",0.5631
18097350800,"Indianapolis, IN",0.563
24510080700,"Broadway East, Baltimore, MD",0.563
21111003000,"Russell, Louisville, KY",0.5629
45083021001,"Spartanburg, SC",0.5628
12105011100,"Lakeland, FL",0.5627
17031420600,"South Side, Chicago, IL",0.5627
26163501200,"Detroit, MI",0.5626
4013113900,"Central City, Phoenix, AZ",0.5626
48113003800,"Dallas, TX",0.5625
34013001400,"Fairmount, Newark, NJ",0.5624
34013004300,"Upper Clinton Hill, Newark, NJ",0.5624
17031252000,"Austin, Chicago, IL",0.5624
1017954400,"Lanett, AL",0.5624
39061026700,"Walnut Hills, Cincinnati, OH",0.5621
48303001300,"Slaton-Bean, Lubbock, TX",0.562
17031836800,"East Garfield Park, Chicago, IL",0.562
1097007600,"Prichard, AL",0.5619
26163522300,"NW Goldberg, Detroit, MI",0.5618
22071001401,"Florida Area, New Orleans, LA",0.5618
17031841800,"South Side, Chicago, IL",0.5617
5035030102,"West Memphis, AR",0.5616
22033000100,"Mid City North, Baton Rouge, LA",0.5613
17163502500,"East Saint Louis, IL",0.5612
47157004500,"Midtown, Memphis, TN",0.5612
47157005300,"Riverview, Memphis, TN",0.5607
55079006600,"North Division, Milwaukee, WI",0.5604
39061026400,"West End, Cincinnati, OH",0.5604
26163513600,"Detroit, MI",0.5603
31055000600,"North Omaha, Omaha, NE",0.5602
28163950500,"Yazoo City, MS",0.56
55079008100,"Harambee, Milwaukee, WI",0.56
26163537200,"Detroit, MI",0.5599
45045000500,"Green Avenue, Greenville, SC",0.5599
42101014100,"Ludlow, Philadelphia, PA",0.5599
18097390500,"Indianapolis, IN",0.5599
17031260100,"East Garfield Park, Chicago, IL",0.5599
48439106300,"Fort Worth, TX",0.5598
24510200300,"Bentalou-Smallwood, Baltimore, MD",0.5598
17031271800,"East Garfield Park, Chicago, IL",0.5598
22071002200,"St. Roch, New Orleans, LA",0.5596
39035111600,"St. Clair - Superior, Cleveland, OH",0.5594
28027950700,"Clarksdale, MS",0.5594
26163504800,"Detroit, MI",0.5593
13239960300,"Georgetown, GA",0.5593
39061027000,"Avondale, Cincinnati, OH",0.5593
12117020500,"Sanford, FL",0.5592
18097353500,"Ransom Place, Indianapolis, IN",0.559
17031834800,"Englewood, Chicago, IL",0.5589
37067000400,"Winston-Salem, NC",0.5588
37119005200,"Tryon Hills, Charlotte, NC",0.5588
32003003616,"North Las Vegas, NV",0.5587
55079010600,"Brewer's Hill, Milwaukee, WI",0.5587
22071008500,"Central City, New Orleans, LA",0.5587
20209042002,"Riverview, Kansas City, KS",0.5585
26121004300,"Muskegon Heights, MI",0.5584
12095017600,"Apopka, FL",0.5584
48355000500,"Central City, Corpus Christi, TX",0.5582
12086007200,"Coconut Grove, Miami, FL",0.5582
10003003002,"Wilmington, DE",0.5581
26081002800,"SECA, Grand Rapids, MI",0.5581
28011950100,"Shelby, MS",0.5581
26145000200,"Saginaw, MI",0.5579
39035118602,"Hough, Cleveland, OH",0.5578
42101002200,"Newbold, Philadelphia, PA",0.5578
17197882500,"Joliet, IL",0.5577
22035000300,"Lake Providence, LA",0.5577
17163502401,"East Saint Louis, IL",0.5575
22051023700,"Metairie, LA",0.5575
39049000720,"South Linden, Columbus, OH",0.5573
12086011300,"Homestead, FL",0.5572
42101016701,"North Philadelphia, Philadelphia, PA",0.5572
24510150200,"Sandtown-Winchester, Baltimore, MD",0.5571
13167960300,"Wrightsville, GA",0.557
1015000500,"Anniston, AL",0.5569
12031011500,"45th & Moncrief, Jacksonville, FL",0.5568
26163522500,"Midtown, Detroit, MI",0.5568
26163543900,"Brightmoor, Detroit, MI",0.5568
18097322600,"Indianapolis, IN",0.5567
47113000900,"Jackson, TN",0.5566
12086001501,"Model City, Miami, FL",0.5566
17031251200,"Austin, Chicago, IL",0.5566
48201331400,"Sunnyside, Houston, TX",0.5565
47037011800,"East Nashville, Nashville, TN",0.5564
17031251400,"Austin, Chicago, IL",0.5564
48303001000,"Parkway and Cherry Point, Lubbock, TX",0.5562
28049003200,"Washington Addition, Jackson, MS",0.5562
47157009902,"Frayser, Memphis, TN",0.5561
17031837800,"Near West Side, Chicago, IL",0.556
48113008703,"Cedar Crest, Dallas, TX",0.5558
12103020700,"Highland Oaks, Saint Petersburg, FL",0.5557
12057003300,"East Tampa, Tampa, FL",0.5557
1055001000,"Gadsden, AL",0.5556
55079014800,"Avenues West, Milwaukee, WI",0.5556
24510090400,"Better Waverly, Baltimore, MD",0.5555
12031000300,"Urban Core, Jacksonville, FL",0.5553
1047956500,"Selma, AL",0.5551
47157006800,"Orange Mound, Memphis, TN",0.5551
12001000600,"Duval Heights, Gainesville, FL",0.5551
39035151400,"East Cleveland, OH",0.555
39095002600,"Roosevelt, Toledo, OH",0.555
5107480500,"West Helena, Helena-West Helena, AR",0.5549
17031843400,"Lawndale, Chicago, IL",0.5549
12099001404,"West Palm Beach, FL",0.5548
24510080500,"Darley Park, Baltimore, MD",0.5548
24510080102,"Belair - Edison, Baltimore, MD",0.5548
39095000800,"Toledo, OH",0.5546
24510070200,"Madison - Eastend, Baltimore, MD",0.5545
42045405300,"Chester, PA",0.5545
10003002200,"Hilltop, Wilmington, DE",0.5545
22017022000,"Allendale, Lakeside, Shreveport, LA",0.5543
