"tract","Name","Employment_Rate_rP_gP_pall"
34035053801,"Millstone, NJ",0.9806
56039967701,"Jackson, WY",0.9778
29095988300,"Kansas City, MO",0.9661
31091956700,"Mullen, NE",0.9629
48113014138,"Las Colinas, Irving, TX",0.9545
37119005615,"Charlotte, NC",0.9448
4013061021,"Dysart Ranch, Litchfield Park, AZ",0.9438
72069180302,"Humacao, PR",0.9403
35001004737,"Arrowwood Hills, Albuquerque, NM",0.9388
36005033400,"Bronx County, NY",0.9385
17031070103,"Lincoln Park, Chicago, IL",0.9356
22033002802,"Highlands/Perkins, Baton Rouge, LA",0.9341
23007970102,"Stratton, Eustis, ME",0.932
37031970303,"Beaufort, NC",0.9317
55139000700,"Oshkosh, WI",0.9315
21067003916,"Greenbrier Residents, Lexington, KY",0.9311
6013355116,"San Ramon, CA",0.9311
51059481102,"Oak Hill, VA",0.9289
8111972600,"Silverton, CO",0.9248
19017004000,"Waverly, IA",0.9237
34017018701,"Hoboken, NJ",0.9236
72037160100,"Ceiba, PR",0.9228
4021000319,"Apache Junction, AZ",0.9217
8049000100,"Kremmling, CO",0.9217
51700050305,,0.9209
15003006806,"Aliamanu - Salt Lakes - Foster Village, Honolulu, HI",0.9198
19191950500,"Calmar, IA",0.9197
8123002015,"Frederick, CO",0.9196
36037950900,"Batavia, NY",0.9194
27011950300,"Ortonville, MN",0.9188
31109003714,"Lincoln, NE",0.9186
12099007834,"Palm Beach Gardens, FL",0.9185
4021001711,"Maricopa, AZ",0.9181
29165030201,"Kansas City, MO",0.9175
10005051202,"Bethany Beach, DE",0.9172
30083070100,"Fairview, MT",0.9155
12103027209,"Dunedin, FL",0.913
55025011401,"Madison, WI",0.9129
31117957900,"Tryon, NE",0.9124
42029302803,"West Chester, PA",0.912
51107611010,"Leesburg, VA",0.9118
39011041000,"Minster, OH",0.9118
36103158322,"Mount Sinai, NY",0.9117
4013040516,"Festival Ranch, Buckeye, AZ",0.9117
27147960700,"Owatonna, MN",0.9117
46067968800,"Tripp, SD",0.9113
46059975700,"Miller, SD",0.9095
42003310300,"New Homestead, Munhall, PA",0.9094
51013103401,"Fort Myer, Arlington, VA",0.9092
9003492400,"Wethersfield, CT",0.9092
46115000200,"Redfield, SD",0.9092
27103480502,"North Mankato, MN",0.9091
38065961200,"Center, ND",0.9091
27109001501,"John Adams, Rochester, MN",0.9089
38077970900,"Wahpeton, ND",0.9089
41021960100,"Arlington, OR",0.9086
29095018200,"Lee's Summit, MO",0.9085
6063000501,"Chester, CA",0.9084
42129802103,"Murrysville, PA",0.9083
8107000200,"Hayden, CO",0.908
4021000604,"Tucson, AZ",0.9077
6085504417,"Milpitas, CA",0.9074
45019000600,"Charleston, SC",0.9072
19031450400,"Wilton, IA",0.9072
54049021400,"Fairmont, WV",0.907
55071005100,"Two Rivers, WI",0.9067
42045407806,"Springfield, PA",0.906
4013082027,"Roosevelt Park, Avondale, AZ",0.906
38099957800,"Minto, ND",0.9058
42003070600,"Shadyside, Pittsburgh, PA",0.9058
36041950300,"Indian Lake, NY",0.9054
38059020100,"Mandan, ND",0.9053
4012020100,"Salome, AZ",0.9044
42091200607,"Lansdale, PA",0.9041
31003979700,"Neligh, NE",0.9031
36023970800,"Cortland, NY",0.9031
27027030201,"Hawley, MN",0.9025
55069961000,"Merrill, WI",0.9022
8123002207,"Windsor, CO",0.9021
42003410000,"Bradford Woods, PA",0.9015
36061023802,"Roosevelt Island, New York, NY",0.9014
24027605505,"River Hill, Clarksville, MD",0.9005
34007608904,"Waterford Works, Waterford, NJ",0.9003
55027962000,"Watertown, WI",0.9003
37119005907,"Dixie - Berryhill, Charlotte, NC",0.9001
31067964700,"Beatrice, NE",0.8998
8001008548,"Thornton, CO",0.8998
51013102802,"Claremont, Arlington, VA",0.8997
36119014909,"Westchester County, NY",0.8993
27169670200,"Goodview, MN",0.8992
42079211702,"Wilkes-Barre, PA",0.8989
42079216501,"Sugarloaf, PA",0.8989
27107960300,"Ada, MN",0.8988
27053103900,"Marcy-Holmes, Minneapolis, MN",0.8984
19013002902,"La Porte City, IA",0.8983
19061010500,"Dyersville, IA",0.8983
25025040100,"Charlestown, Boston, MA",0.8979
27049080900,"Zumbrota, MN",0.8979
27123042302,"Maplewood, MN",0.8979
42103950502,"Hawley, PA",0.8978
15003007804,"Pearl City, HI",0.8978
31055007304,"Florence, Omaha, NE",0.8977
37183053717,"Umstead, Raleigh, NC",0.8976
46067968700,"Parkston, SD",0.8973
46079960300,"Wentworth, SD",0.897
38015010900,"Bismarck, ND",0.8969
55025001606,"Madison, WI",0.8969
31095963700,"Fairbury, NE",0.8968
27145010600,"Melrose, MN",0.8966
27117460300,"Pipestone, MN",0.8966
55025002800,"Madison, WI",0.8966
36087011800,"Hillburn, NY",0.8964
26053950400,"Ironwood, MI",0.8963
31131966700,"Syracuse, NE",0.8963
55011960400,"Cochrane, WI",0.896
31055007316,"Omaha, NE",0.8957
19061001204,"Dubuque, IA",0.8957
31153010627,"Omaha, NE",0.8956
51790000500,"Staunton, VA",0.8956
26089970100,"Northport, MI",0.8956
17027900601,"Germantown, IL",0.8955
24001001800,"Frostburg, MD",0.8954
38067950500,"Drayton, ND",0.8953
48085030522,"McKinney, TX",0.8946
38017000201,"Northport, Fargo, ND",0.8946
42011014000,"Kutztown, PA",0.8946
31089974200,"Atkinson, NE",0.8942
9001060600,"Southport, Fairfield, CT",0.8941
27123040801,"Arden Hills, MN",0.8939
20165972100,"La Crosse, KS",0.8938
48491020807,"Hutto, TX",0.8937
36063022902,"North Tonawanda, NY",0.8935
19089960100,"Cresco, IA",0.8934
36085013201,"Richmond County, NY",0.8933
47127930200,"Shelbyville, TN",0.8932
50023955800,"Waitsfield, VT",0.8932
12071030201,"Fort Myers, FL",0.8931
48201334002,"Southbelt/ Ellington, Houston, TX",0.893
51089010800,"Martinsville, VA",0.893
19155021501,"Minden, IA",0.8929
31079000500,"Grand Island, NE",0.8925
27137015700,"Chester Park, Duluth, MN",0.8925
27047180900,"Albert Lea, MN",0.8924
31177050101,"Blair, NE",0.8924
19037070400,"New Hampton, IA",0.8922
33003955100,"Bartlett, NH",0.8922
48099010201,"Gatesville, TX",0.8922
36081063302,"Queens County, NY",0.8922
34039038500,"Scotch Plains, NJ",0.8916
42109980705,"Selinsgrove, PA",0.8916
20173010802,"Wichita, KS",0.8915
39137030700,"Fort Jennings, OH",0.8914
36103134907,"Kings Park, NY",0.8913
25027732801,"Broadmeadow Brook, Worcester, MA",0.8911
51013101401,"Bluemont, Arlington, VA",0.891
27073180100,"Madison, MN",0.891
24021751001,"Frederick, MD",0.8909
19149970400,"Remsen, IA",0.8909
46083010102,"Sioux Falls, SD",0.8908
31109003608,"Far South, Lincoln, NE",0.8907
17167002000,"Springfield, IL",0.8906
19061000900,"Dubuque, IA",0.8905
19181020100,"Des Moines, IA",0.8901
55117010200,"Sheboygan Falls, WI",0.8899
45071950100,"Pomaria, SC",0.8898
4027011106,"Yuma, AZ",0.8897
19031450200,"Mechanicsville, IA",0.8894
38067950400,"Canton City, ND",0.8894
6067008704,"Anatolia Village, Rancho Cordova, CA",0.8892
39093022500,"Lorain, OH",0.8892
27003050811,"Blaine, MN",0.8891
13089020400,"Candler Park, Atlanta, GA",0.889
33001966401,"Gilford, NH",0.8889
20161000500,"Manhattan, KS",0.8889
17163501605,"Belleville, IL",0.8889
39137030300,"Ottawa, OH",0.8889
4013040507,"Sun City West Commercial Core, Sun City West, AZ",0.8888
55025011301,"Waunakee, WI",0.8886
27151960200,"Benson, MN",0.8886
19049050807,"Waukee, IA",0.8886
30019020300,"Scobey, MT",0.8886
27053026823,"Minneapolis, MN",0.8885
34003023301,"Hackensack, NJ",0.8885
55025000406,"Midtown Commons, Madison, WI",0.8885
42069103100,"Minooka, Scranton, PA",0.8885
6061023200,"Lincoln Crossing, Lincoln, CA",0.8884
55011960300,"Alma, WI",0.8884
20075958600,"Syracuse, KS",0.8883
29051020200,"Jefferson City, MO",0.8882
46099010502,"Brandon, SD",0.8879
34007606200,"Haddonfield, NJ",0.8878
15003007809,"Aiea, HI",0.8876
42013100800,"Altoona, PA",0.8876
39107967700,"Coldwater, OH",0.8875
36083052002,"Troy, NY",0.8874
42107001700,"Yorkville, Pottsville, PA",0.8873
36029011200,"Buffalo, NY",0.8872
36119004500,"North Side, Mount Vernon, NY",0.8872
42003420000,"Blawnox, PA",0.8871
27049080300,"Red Wing, MN",0.8871
55055100400,"Waterloo, WI",0.887
19141490400,"Paullina, IA",0.8869
50027965501,"White River Junction, Hartford, VT",0.8868
15003009503,"Schofield Barracks, HI",0.8868
15009031103,"Kahului, HI",0.8868
8049000202,"Tabernash, CO",0.8868
27011950100,"Ortonville, MN",0.8867
42003459101,"Coraopolis, PA",0.8867
34039036200,"Clark, NJ",0.8867
27013171300,"Mankato, MN",0.8866
55087011501,"Appleton, WI",0.8866
5039970100,"Fordyce, AR",0.8866
20099950400,"Parsons, KS",0.8865
24005490302,"Towson, MD",0.8864
19013002301,"Cedar Falls, IA",0.8863
36001013100,"Green Island, NY",0.8863
18037953500,"Jasper, IN",0.8863
55121100700,"Trempealeau, WI",0.8862
26131970100,"Bruce Crossing, MI",0.8862
27037061107,"Hastings, MN",0.8862
55061960400,"Luxemburg, WI",0.8861
19061001202,"Dubuque, IA",0.8861
55073001201,"Kronenwetter, WI",0.8859
27149480200,"Morris, MN",0.8859
27123040100,"Saint Paul, MN",0.8858
27077460300,"Baudette, MN",0.8858
10005050901,"Lewes, DE",0.8858
39003014000,"Delphos, OH",0.8858
42095016202,"Northampton, PA",0.8856
19111490400,"West Point, IA",0.8856
8031005300,"South, Denver, CO",0.8856
55039041800,"Waupun, WI",0.8856
55009002001,"Green Bay, WI",0.8856
27129790400,"Renville, MN",0.8855
55141010200,"Marshfield, WI",0.8854
31095963600,"Jansen, NE",0.8854
29189210926,"Florissant, MO",0.8854
51153901504,"Gainesville, VA",0.8854
19163012901,"Davenport, IA",0.8854
44007003601,"College Hill, Providence, RI",0.8853
48121020105,"Aubrey, TX",0.8853
19061001101,"Dubuque, IA",0.8852
36055013503,"Rochester, NY",0.8852
30017961800,"Miles City, MT",0.8851
27145011400,"Saint Augusta, MN",0.8851
39107967800,"Celina, OH",0.8851
46073974100,"Wessington Springs, SD",0.885
36103111802,"East Northport, NY",0.885
19149970100,"Le Mars, IA",0.885
36001014301,"Selkirk, NY",0.8849
36059519500,"Hicksville, Hicksville, NY",0.8849
19171290200,"Traer, IA",0.8848
55043960700,"Lancaster, WI",0.8848
36069051400,"Stanley, NY",0.8848
17031824122,"Tinley Park, IL",0.8847
55009020703,"Green Bay, WI",0.8846
31021963300,"Tekamah, NE",0.8845
27109001302,"Rochester, MN",0.8845
26161415600,"Ann Arbor, MI",0.8844
34007604600,"Oaklyn, NJ",0.8844
36119014000,"Buchanan, NY",0.8843
55079150303,"Franklin, WI",0.8843
55055101400,"Fort Atkinson, WI",0.8842
27109001503,"Elton Hills, Rochester, MN",0.8842
27053025905,"West Bloomington, Minneapolis, MN",0.8842
18157005300,"West Lafayette, IN",0.8842
17091010201,"Manteno, IL",0.884
27015960300,"New Ulm, MN",0.884
17135957500,"Waggoner, IL",0.884
55055101500,"Fort Atkinson, WI",0.8838
13059002100,"Athens, GA",0.8836
27003050236,"Lino Lakes, MN",0.8836
34023007905,"Parlin, Old Bridge Township, NJ",0.8836
20111000700,"Emporia, KS",0.8835
46099001700,"Sioux Falls, SD",0.8835
42101034702,"Northeast Philadelphia, Philadelphia, PA",0.8835
19155031601,"Council Bluffs, IA",0.8834
9013850100,"Coventry, CT",0.8834
29183312194,"Wentzville, MO",0.8833
27139081200,"New Prague, MN",0.8833
29183310801,"Saint Charles, MO",0.8833
55141011500,"Wisconsin Rapids, WI",0.8833
46083010107,"Harrisburg, SD",0.8832
38003968300,"Valley City, ND",0.8832
27067781100,"Atwater, MN",0.8831
17085020401,"The Galena Territory, Galena, IL",0.8831
19061001205,"Dubuque, IA",0.8831
8107000700,"Steamboat Springs, CO",0.8831
25025060200,"City Point, Boston, MA",0.883
31009972400,"Dunning, NE",0.883
54069001901,"Bethlehem, WV",0.883
55023960500,"Prairie du Chien, WI",0.8829
17167003901,"Rochester, IL",0.8829
42077002201,"Allentown, PA",0.8829
36093033002,"Schenectady, NY",0.8829
17031804611,"Schaumburg, IL",0.8828
27013171400,"Mapleton, MN",0.8828
19061010400,"Farley, IA",0.8828
30017961900,"Miles City, MT",0.8828
19067480200,"Nora Springs, IA",0.8828
31079001300,"Doniphan, NE",0.8827
9009348124,"Heritage Village, Southbury, CT",0.8826
4021001702,"Maricopa, AZ",0.8825
19047070500,"Manilla, IA",0.8823
39137030200,"Continental, OH",0.8822
46107000100,"Gettysburg, SD",0.8822
55141010700,"Marshfield, WI",0.8822
19191950300,"Decorah, IA",0.8821
39125960200,"Antwerp, OH",0.8821
29183311154,"O'Fallon, MO",0.882
17031803902,"Rolling Meadows, IL",0.882
42045407805,"Springfield, PA",0.882
55139002201,"Winneconne, WI",0.8819
48201413201,"Braeswood Place, Houston, TX",0.8819
46083010105,"Tea, SD",0.8819
42007603900,"Ambridge, PA",0.8819
27037060506,"Inver Grove Heights, MN",0.8818
31055007467,"South Central Omaha, Omaha, NE",0.8818
42125742100,"Houston, PA",0.8818
26005032600,"Holland, MI",0.8817
48431950100,"Sterling City, TX",0.8817
55085971100,"Tomahawk, WI",0.8817
27015960200,"New Ulm, MN",0.8817
46099010300,"Hartford, SD",0.8816
36001014501,"Voorheesville, NY",0.8815
36001013503,"Cohoes, NY",0.8814
19057000900,"Burlington, IA",0.8814
55087012506,"Appleton, WI",0.8814
34025808002,"Neptune City, NJ",0.8814
27089080300,"Argyle, MN",0.8814
36029010103,"Buffalo, NY",0.8814
55039041400,"Eldorado, WI",0.8813
9005298300,"Northwest Harwinton, Harwinton, CT",0.8813
36065022701,"Rome, NY",0.8813
46099001804,"Sioux Falls, SD",0.8812
55009020800,"Green Bay, WI",0.8812
25017341102,"Malden, MA",0.8812
25025110601,"Brook Farm, Boston, MA",0.8812
42129802304,"Harrison City, PA",0.8812
29183310301,"Saint Charles, MO",0.8811
37025042504,"Concord, NC",0.8811
46013951900,"Groton, SD",0.8811
20041084200,"Abilene, KS",0.8811
46135966302,"Yankton, SD",0.8811
46029954302,"Watertown, SD",0.8809
27053105204,"Central Minneapolis, Minneapolis, MN",0.8809
31013951100,"Hemingford, NE",0.8809
19017004300,"Readlyn, IA",0.8808
34007610600,"Pennsauken Township, NJ",0.8808
39061021421,"Cincinnati, OH",0.8808
27043460600,"Wells, MN",0.8808
24027602700,"Taylor Village, Ellicott City, MD",0.8808
4013071516,"Plaza Del Rio, Peoria, AZ",0.8807
25021417100,"Quincy, MA",0.8807
36087011405,"New City, NY",0.8807
36119002103,"Crestwood, Yonkers, NY",0.8806
55139003600,"Neenah, WI",0.8806
31109003718,"Lincoln, NE",0.8806
27053024801,"Richfield, MN",0.8805
27119020300,"East Grand Forks, MN",0.8805
25021457200,"Needham, MA",0.8804
27163071011,"Woodbury, MN",0.8804
38035010700,"Grand Forks, ND",0.8803
27015960600,"Springfield, MN",0.8803
55131470202,"Richfield, WI",0.8802
28035000900,"Hattiesburg, MS",0.8802
36059521200,"Massapequa, NY",0.8802
39035177609,"Parma, OH",0.8802
27037060825,"Apple Valley, MN",0.8802
39035186104,"Strongsville, OH",0.8802
36029012002,"Buffalo, NY",0.8801
38081974000,"Gwinner, ND",0.8801
27079950400,"Waterville, MN",0.88
27147960200,"Owatonna, MN",0.88
15003007400,"Naval Station Pearl Harbor, Honolulu, HI",0.8799
36093032502,"Schenectady, NY",0.8799
27127750600,"Lamberton, MN",0.8799
9011693600,"Quaker Hill, Waterford, CT",0.8798
17169970300,"Rushville, IL",0.8798
27165950300,"Saint James, MN",0.8798
19127950400,"Marshalltown, IA",0.8798
42071011703,"Lancaster, PA",0.8798
46099010405,"Sioux Falls, SD",0.8797
42011013600,"Fleetwood, PA",0.8797
19169001100,"Ames, IA",0.8797
19033951400,"Mason City, IA",0.8797
36029012001,"West Seneca, NY",0.8797
25025130300,"West Roxbury, Boston, MA",0.8797
27129790200,"Bird Island, MN",0.8796
55063010102,"West Salem, WI",0.8796
19179960300,"Ottumwa, IA",0.8796
27145001001,"St. Cloud, MN",0.8796
25017312501,"Belvidere, Lowell, MA",0.8795
9003487300,"South Windsor, CT",0.8795
27117460100,"Holland, MN",0.8795
24047950100,"Ocean City, MD",0.8794
27139080201,"Savage, MN",0.8794
36029014204,"Lancaster, NY",0.8794
27123042402,"Maplewood, MN",0.8794
34023006300,"Milltown, NJ",0.8794
38077970800,"Mooreton, ND",0.8794
19137960200,"Red Oak, IA",0.8793
36067010322,"Cicero, NY",0.8793
55101002001,"Wind Lake, WI",0.8793
24027606804,"Kings Contrivance, Columbia, MD",0.8793
42133021020,"Manchester, PA",0.8793
9011980000,"Conning Towers-Nautilus Park, Groton, CT",0.8792
36067016002,"Syracuse, NY",0.8792
15003001000,"Palolo, Honolulu, HI",0.8792
30087000200,"Forsyth, MT",0.8792
9003511400,"East Hartford, CT",0.8792
55009000402,"Green Bay, WI",0.8792
55079019600,"Highwood Estates, Milwaukee, WI",0.8791
8123002008,"Erie, CO",0.8791
19017004400,"Tripoli, IA",0.8791
36029014901,"Alden, NY",0.879
42037050900,"Bloomsburg, PA",0.879
21111009800,"Louisville, KY",0.879
55025011600,"Sun Prairie, WI",0.8789
26099261300,"Warren Woods, Warren, MI",0.8789
21111011515,"Louisville, KY",0.8789
27115950500,"Hinckley, MN",0.8789
38017010109,"West Fargo, ND",0.8788
46087964600,"Salem, SD",0.8788
9003470100,"East Granby, CT",0.8788
36029008201,"Elmwood North, Buffalo, NY",0.8787
6093001200,"McCloud, CA",0.8786
17051951000,"Vandalia, IL",0.8786
55073000800,"Wausau, WI",0.8786
27003050902,"Circle Pines, MN",0.8786
27163070104,"Forest Lake, MN",0.8786
9009171700,"Meriden, CT",0.8786
55141010500,"Marshfield, WI",0.8785
55097960701,"Plover, WI",0.8785
42075003300,"Lebanon, PA",0.8785
46083010104,"Sioux Falls, SD",0.8784
26109960300,"Daggett, MI",0.8784
19071970200,"Sidney, IA",0.8784
27137013200,"Virginia, MN",0.8784
6075980501,"Visitacion Valley, San Francisco, CA",0.8784
36093032404,"Schenectady, NY",0.8783
42011011300,"Reading, PA",0.8783
20209044804,"I-435 West KC-KS, Kansas City, KS",0.8783
17197881111,"New Lenox, IL",0.8783
6041132200,"Inverness, CA",0.8783
27037060823,"Apple Valley, MN",0.8783
31109003715,"Lincoln, NE",0.8783
4021001703,"Maricopa, AZ",0.8782
55133203402,"Eagles Ridge, Sussex, WI",0.8782
56007968000,"Saratoga, WY",0.8782
46013951400,"Aberdeen, SD",0.8782
39135450100,"Eaton, OH",0.8782
36103123600,"Amityville, NY",0.8781
18141011405,"Granger, IN",0.8781
39157020900,"New Philadelphia, OH",0.8781
55009020702,"De Pere, WI",0.878
36029010807,"Buffalo, NY",0.878
9013530100,"Rockville, Vernon, CT",0.8779
42001031000,"Hanover, PA",0.8779
55071005200,"Two Rivers, WI",0.8779
55063010600,"La Crosse, WI",0.8779
42049011102,"Erie, PA",0.8779
31053964100,"Fremont, NE",0.8778
55087013100,"Seymour, WI",0.8776
42043021901,"Harrisburg, PA",0.8776
27039950500,"Kasson, MN",0.8776
27009020205,"Rice, MN",0.8776
51059481201,"Reston, VA",0.8775
8001061200,"Brighton, CO",0.8775
34005700605,"Delran, NJ",0.8775
17197881500,"Joliet, IL",0.8775
36091062100,"Stillwater, NY",0.8774
38097970300,"Hillsboro, ND",0.8774
55087012000,"Appleton, WI",0.8774
17133600402,"Waterloo, IL",0.8774
27063480400,"Jackson, MN",0.8773
27003050818,"Woods at Quail Creek, Blaine, MN",0.8773
18029080201,"Guilford, IN",0.8773
55141010400,"Marshfield, WI",0.8772
27043460500,"Bricelyn, MN",0.8772
9003430302,"Plantsville, Southington, CT",0.8772
31055007424,"North Central Omaha, Omaha, NE",0.8772
36041950500,"Lake Pleasant, NY",0.8771
55063010800,"Coon Valley, WI",0.8771
36001013400,"Watervliet, NY",0.8771
27163071207,"Cottage Grove, MN",0.8771
38059020200,"Mandan, ND",0.877
38015010700,"Bismarck, ND",0.877
50027965400,"South Royalton, Barnard, VT",0.8769
27123040502,"White Bear Lake, MN",0.8769
51510200403,"Landmark, Alexandria, VA",0.8769
36081091601,"Queens County, NY",0.8769
17085020200,"East Dubuque, IL",0.8768
27163070911,"Oakdale, MN",0.8768
27053026707,"Maple Grove, MN",0.8768
36059412700,"Rockville Centre, NY",0.8767
36087012800,"Pearl River, NY",0.8767
19019950300,"Jesup, IA",0.8766
38015010400,"Bismarck, ND",0.8766
36029007903,"T. Edison School, Tonawanda, NY",0.8765
17197883307,"Elwood, IL",0.8765
27001770200,"Hill City, MN",0.8765
36103169703,"Baiting Hollow, NY",0.8764
46099000401,"Sioux Falls, SD",0.8764
8031006804,"Southeast, Denver, CO",0.8764
36081004002,"Queens County, NY",0.8764
44007011600,"Lincoln, RI",0.8764
48209010200,"San Marcos, TX",0.8764
39035152101,"Euclid, OH",0.8763
27013170800,"Mankato, MN",0.8763
46099010501,"Brandon, SD",0.8762
27145011304,"Saint Joseph, MN",0.8762
31127968200,"Auburn, NE",0.8762
22071013302,"Gentilly, New Orleans, LA",0.8762
27039950200,"Dodge Center, MN",0.8762
36103135209,"Hauppauge, NY",0.8761
55139002602,"Menasha, WI",0.8761
34025811304,"Howell, NJ",0.8761
21067000802,"Lexington, KY",0.8761
46099001107,"Sioux Falls, SD",0.8761
19083480100,"Ackley, IA",0.876
27037060728,"Eagan, MN",0.876
51107611805,"Chantilly, VA",0.876
55087011600,"Kimberly, WI",0.876
36029010901,"Buffalo, NY",0.876
27137015300,"Ely, MN",0.876
55071000600,"Manitowoc, WI",0.876
19095960200,"Marengo, IA",0.876
34031371503,,0.8759
17177000400,"Pearl City, IL",0.8759
19001960100,"Casey, IA",0.8759
19061010201,"Peosta, IA",0.8758
36087011303,"Nanuet, NY",0.8757
17177000200,"Freeport, IL",0.8757
19011960100,"Vinton, IA",0.8757
27123042102,"Little Canada, MN",0.8756
29189220446,"St. Louis, MO",0.8756
39043041500,"Sandusky, OH",0.8756
17163504355,"O'Fallon, IL",0.8756
36069050301,"Clifton Springs, NY",0.8756
17011965400,"Princeton, IL",0.8755
39035177505,"Parma, OH",0.8754
36065025100,"New Hartford, NY",0.8754
9009141000,"West New Haven, New Haven, CT",0.8754
46127020200,"Elk Point, SD",0.8754
18037953200,"Green Meadow Estates, Jasper, IN",0.8754
17057953000,"Avon, IL",0.8753
39061020501,"Cincinnati, OH",0.8753
36083052003,"Troy, NY",0.8752
55005000600,"Rice Lake, WI",0.8752
17013951300,"Brussels, IL",0.8752
27123033100,"Dayton's Bluff, Saint Paul, MN",0.8752
38043966800,"Steele, ND",0.8751
42091203304,"Norristown, PA",0.8751
55039041700,"Brandon, WI",0.8751
18113972000,"Rome City, IN",0.8751
55015020100,"Brillion, WI",0.8751
50027965502,"White River Junction, Hartford, VT",0.8751
27169670100,"Minnesota City, MN",0.8751
36029014209,"Lancaster, NY",0.875
15009031102,"Kahului, HI",0.875
39095006100,"DeVeaux, Toledo, OH",0.8749
46099001106,"Sioux Falls, SD",0.8749
50007002702,"Essex Junction, Essex, VT",0.8749
9003496400,"West Hartford, CT",0.8749
44009050102,"North Kingstown, RI",0.8749
46135966100,"Yankton, SD",0.8749
25021402300,"Dedham, MA",0.8748
39009973101,"Athens, OH",0.8748
34021003008,"Mercerville-Hamilton Square, Hamilton Township, NJ",0.8747
19061010103,"Dubuque, IA",0.8747
27055020100,"La Crescent, MN",0.8747
38035011100,"Grand Forks, ND",0.8747
36037950600,"Batavia, NY",0.8747
27161790100,"Janesville, MN",0.8747
55073001000,"Rothschild, WI",0.8747
55033970600,"Menomonie, WI",0.8747
25023561200,"Bridgewater, Bridgewater, MA",0.8747
27163071209,"Cottage Grove, MN",0.8747
55007960600,"Drummond, WI",0.8746
42095017501,"Easton, PA",0.8746
17043841205,"Carol Stream, IL",0.8746
51510200702,"Eisenhower East, Alexandria, VA",0.8746
19129040302,"Glenwood, IA",0.8746
27109001602,"Glendale, Rochester, MN",0.8745
55117010601,"Sheboygan Falls, WI",0.8744
9003481000,"Enfield, CT",0.8744
38015011104,"Bismarck, ND",0.8744
19103001600,"Longfellow, Iowa City, IA",0.8744
36029012003,"Buffalo, NY",0.8743
27123041104,"New Brighton, MN",0.8743
8119010202,"Victor, CO",0.8743
25025010408,"Fenway/Kenmore, Boston, MA",0.8743
55009020900,"Green Bay, WI",0.8742
15003008930,"Mililani Mauka - Launani Valley, Mililani, HI",0.8742
55039041000,"Fond du Lac, WI",0.8741
25021419200,"Braintree, MA",0.8741
17119400801,"Granite City, IL",0.8741
27053024100,"Richfield, MN",0.8741
25017334300,"Reading, MA",0.8741
42077005401,"Lehigh County, PA",0.874
55133201403,"New Berlin, WI",0.874
25017333100,"Woburn, MA",0.874
27123040401,"White Bear Lake, MN",0.874
55141011400,"Wisconsin Rapids, WI",0.874
42085032300,"Sharpsville, PA",0.874
9009175600,"Wallingford, CT",0.874
17195000400,"Fulton, IL",0.874
27003050219,"Andover, MN",0.8739
30105100100,"Glasgow, MT",0.8739
27123040707,"Shoreview, MN",0.8739
12099005935,"Delray Beach, FL",0.8739
27099001000,"Austin, MN",0.8739
27099000600,"Austin, MN",0.8738
54069000300,"Wheeling, WV",0.8738
55097960702,"Plover, WI",0.8738
18003010812,"Kensington Downs, Fort Wayne, IN",0.8738
24510130805,"Cold Springs, Baltimore, MD",0.8738
39113020602,"Kettering, OH",0.8737
46013951600,"Aberdeen, SD",0.8737
27053026605,"Minneapolis, MN",0.8736
55089630201,"Port Washington, WI",0.8736
38017000400,"Washington, Fargo, ND",0.8736
39103415800,"Brunswick, OH",0.8736
36029010001,"Buffalo, NY",0.8736
55079005500,"Golden Valley, Milwaukee, WI",0.8735
55139000900,"Oshkosh, WI",0.8735
30101000100,"Sweet Grass, MT",0.8735
9003417200,"New Britain, CT",0.8735
25021413100,"Norwood, MA",0.8734
36001014302,"Selkirk, NY",0.8734
55111000500,"Merrimac, WI",0.8734
42077005504,"Coplay, PA",0.8734
31167962100,"Stanton, NE",0.8733
27147960600,"Owatonna, MN",0.8733
17043845808,"Woodridge, IL",0.8733
48481740200,"Wharton, TX",0.8733
55135100500,"Waupaca, WI",0.8733
55027961300,"Mayville, WI",0.8733
19163011800,"Davenport, IA",0.8733
55039041900,"Fond du Lac, WI",0.8732
17031061100,"Wrigleyville, Chicago, IL",0.8732
29189215105,"Chesterfield, MO",0.8732
17019001205,"Champaign, IL",0.8732
27129790300,"Sacred Heart, MN",0.8732
36041950100,"Long Lake, NY",0.8732
17049950700,"Effingham, IL",0.8732
55071005400,"Two Rivers, WI",0.8732
36001013507,"Latham, NY",0.8732
55061960100,"Algoma, WI",0.8731
36059404600,"Floral Park, NY",0.8731
55065970100,"Blanchardville, WI",0.8731
29189220442,"St. Louis, MO",0.8731
19057000200,"Burlington, IA",0.873
39137030500,"Columbus Grove, OH",0.873
21111010702,"Louisville, KY",0.873
36029015302,"Eden, NY",0.873
55011960200,"Mondovi, WI",0.873
42003202300,"Banksville, Pittsburgh, PA",0.873
55079120300,"Greenfield, WI",0.873
36029014206,"Lancaster, NY",0.873
34039036302,"Clark, NJ",0.8729
19151780300,"Pocahontas, IA",0.8729
55071000200,"Manitowoc, WI",0.8729
18157010700,"Lafayette, IN",0.8728
55093960500,"Prescott, WI",0.8728
42129804701,"Greensburg, PA",0.8728
36029009701,"Depew, NY",0.8727
19009070200,"Audubon, IA",0.8727
27009020300,"Sauk Rapids, MN",0.8727
55009021500,"Greenleaf, WI",0.8727
