"tract","Name","%_Staying_in_Same_Commuting_Zone_as_Adults_rP_gP_pall"
4013320002,"East Guadalupe, Guadalupe, AZ",0.9524
24510150100,"Sandtown-Winchester, Baltimore, MD",0.9448
4013941300,"Scottsdale, AZ",0.9424
4019940900,"Tucson, AZ",0.9417
48201210700,"Northside, Houston, TX",0.9397
4013114900,"Central City, Phoenix, AZ",0.9389
48201211000,"Northside, Houston, TX",0.9386
39035119100,"University Circle, Cleveland, OH",0.933
6037531102,"Los Angeles, CA",0.9324
26163521300,"Mexicantown - Southwest Detroit, Detroit, MI",0.9301
48201530300,"Independence Heights, Houston, TX",0.9298
24510200200,"Lexington, Baltimore, MD",0.9279
24510180100,"Poppleton, Baltimore, MD",0.9274
39061002300,"Mount Auburn, Cincinnati, OH",0.9272
24510120400,"Barclay, Baltimore, MD",0.925
42003561600,"Arlington, Pittsburgh, PA",0.9247
23019940000,"Old Town, ME",0.9243
48113001002,"Knox / Henderson, Dallas, TX",0.9237
42101003902,"South Philadelphia, Philadelphia, PA",0.9217
39061026300,"Cincinnati, OH",0.9211
24510150300,"Coppin Heights, Baltimore, MD",0.921
4013941000,"Maricopa County, AZ",0.9208
48201220100,"Eastex/ Jensen, Houston, TX",0.9208
24510180200,"Poppleton, Baltimore, MD",0.9207
6037980014,"Los Angeles County, CA",0.9206
42003120400,"Larimer, Pittsburgh, PA",0.9205
6065041410,"Corona, CA",0.9205
24510160200,"Sandtown-Winchester, Baltimore, MD",0.9204
48201231500,"East Little York/ Homestead, Houston, TX",0.92
48201220900,"Northeast Houston, Houston, TX",0.9197
4013115400,"South Mountain Village, Phoenix, AZ",0.9196
29095988300,"Kansas City, MO",0.9194
4013113602,"Central City, Phoenix, AZ",0.9193
21111001800,"California, Louisville, KY",0.9193
4013114600,"Estrella Village, Phoenix, AZ",0.9189
6037201503,"Northeast Los Angeles, Los Angeles, CA",0.9189
48201232000,"Houston, TX",0.9187
4013116602,"South Mountain Village, Phoenix, AZ",0.9185
24510080200,"Broadway East, Baltimore, MD",0.9185
6065045226,"Coachella, CA",0.9179
36029000500,"First Ward, Buffalo, NY",0.9178
8031003500,"North, Denver, CO",0.917
21111001400,"Park Duvalle, Louisville, KY",0.9168
4013116605,"Laveen Village, Phoenix, AZ",0.9168
36063940001,"Sanborn, NY",0.9167
6037531502,"East Los Angeles, CA",0.9167
4013115600,"Liberty, Phoenix, AZ",0.9155
48201230800,"Northside, Houston, TX",0.9153
4021941200,"Sacaton, AZ",0.9152
4013117200,"Central City, Phoenix, AZ",0.9152
6037407302,"La Puente, CA",0.9152
24510140200,"Upton, Baltimore, MD",0.9146
4013113900,"Central City, Phoenix, AZ",0.9146
17031340400,"Armour Square, Chicago, IL",0.9144
13121005502,"South Atlanta, Atlanta, GA",0.9144
24510200100,"Lexington, Baltimore, MD",0.9143
48113011500,"Piedmont Addition, Dallas, TX",0.9141
11001007404,"Douglass, Washington, DC",0.9136
39061001700,"Over-The-Rhine, Cincinnati, OH",0.9136
42129806200,"Smithton, PA",0.9133
24510170100,"Downtown, Baltimore, MD",0.9132
17031310200,"East Pilsen, Chicago, IL",0.9129
42101037600,"North Philadelphia, Philadelphia, PA",0.9128
13121008602,"Monroe Heights, Atlanta, GA",0.9127
48201223002,"High Meadows, Houston, TX",0.9125
21111000300,"Portland, Louisville, KY",0.9117
42101004202,"South Philadelphia, Philadelphia, PA",0.9116
48201313400,"Southeast Houston, Houston, TX",0.9116
48201211900,"Northeast Houston, Houston, TX",0.9115
48201230700,"Northside, Houston, TX",0.9112
24510130300,"Penn North, Baltimore, MD",0.9112
48201221000,"Eastex/ Jensen, Houston, TX",0.9112
42101037700,"North Philadelphia, Philadelphia, PA",0.9111
24510070200,"Madison - Eastend, Baltimore, MD",0.9109
11001007406,"Southeast Washington, Washington, DC",0.9109
32003005831,"Las Vegas, NV",0.9109
13121006100,"Bush Mountain, Atlanta, GA",0.9107
48201533300,"Acres Homes, Houston, TX",0.9107
48201332100,"South Side, Houston, TX",0.9106
17197881302,"Joliet, IL",0.9106
18097351200,"Indianapolis, IN",0.9105
18097351700,"Reagan Park, Indianapolis, IN",0.9105
6037199800,"Northeast Los Angeles, Los Angeles, CA",0.9102
36047080800,"Kings County, NY",0.91
48201230900,"Northeast Houston, Houston, TX",0.9099
21111002700,"California, Louisville, KY",0.9098
48453000801,"East Austin, Austin, TX",0.9097
6037224310,"Central LA, Los Angeles, CA",0.9097
17031210501,"Avondale, Chicago, IL",0.9097
48201533400,"Heather Glen, Houston, TX",0.9096
34007605200,"Gloucester City, NJ",0.9095
6037207102,"Central LA, Los Angeles, CA",0.9095
48201212300,"Near Northside, Houston, TX",0.9094
6037535606,"South Gate, CA",0.9094
48201220200,"Northside, Houston, TX",0.9093
48113001204,"Dallas, TX",0.9091
51760020100,"East End, Richmond, VA",0.909
6037190402,"Central LA, Los Angeles, CA",0.9089
25017350103,"Ten Hills, Somerville, MA",0.9088
21111003000,"Russell, Louisville, KY",0.9085
13121004400,"Mechanicsville, Atlanta, GA",0.9085
11001004701,"Northwest Washington, Washington, DC",0.9083
48029160600,"Edgewood, San Antonio, TX",0.9083
24510080500,"Darley Park, Baltimore, MD",0.9083
48201311000,"Greater East End, Houston, TX",0.9082
18097352800,"Martindale-Brightwood, Indianapolis, IN",0.9081
42101015200,"Cecil B. Moore, Philadelphia, PA",0.9077
4013060801,"Surprise Original Townsite, Surprise, AZ",0.9077
6037531800,"South Montebello, East Los Angeles, CA",0.9073
24510160600,"Mosher, Baltimore, MD",0.9073
42003281500,"Crafton Heights, Pittsburgh, PA",0.9073
6037221602,"Central LA, Los Angeles, CA",0.9067
6037203900,"Boyle Heights, Los Angeles, CA",0.9064
48201531900,"Acres Homes, Houston, TX",0.9063
24510250204,"Cherry Hill, Baltimore, MD",0.9062
48029161100,"South San Antonio, San Antonio, TX",0.9062
6037212203,"Central LA, Los Angeles, CA",0.9062
6037201110,"Northeast Los Angeles, Los Angeles, CA",0.9061
39049004200,"Downtown, Columbus, OH",0.906
17031570100,"Archer Heights, Chicago, IL",0.9058
48201233400,"Northeast Houston, Houston, TX",0.9057
48113004000,"Dallas, TX",0.9057
40109103400,"Central Oklahoma City, Oklahoma City, OK",0.9056
48201330301,"Southwest Houston, Houston, TX",0.9054
48201212400,"Northeast Houston, Houston, TX",0.9052
39061026400,"West End, Cincinnati, OH",0.905
53045940000,"Skokomish, WA",0.9049
42003290200,"Carrick, Pittsburgh, PA",0.9047
17031221400,"Logan Square, Chicago, IL",0.9047
42003170600,"South Side Slopes, Pittsburgh, PA",0.9046
6037302503,"Mariposa, Glendale, CA",0.9046
24510150200,"Sandtown-Winchester, Baltimore, MD",0.9045
42003241200,"Spring Hill City View, Pittsburgh, PA",0.9043
24510150400,"Mondawmin, Baltimore, MD",0.9042
48201221300,"North Houston, Houston, TX",0.9041
24510280500,"Pleasant View Gardens, Baltimore, MD",0.904
6037530003,"South Montebello, Montebello, CA",0.9037
24510070100,"Baltimore, MD",0.9035
24510190100,"Franklin Square, Baltimore, MD",0.9034
24510100100,"Johnson Square, Baltimore, MD",0.9031
8031001500,"Globeville, Denver, CO",0.9031
42101031700,"Mayfair, Philadelphia, PA",0.9031
48201211600,"Northeast Houston, Houston, TX",0.903
21111000700,"Shawnee, Louisville, KY",0.903
4013941200,"Fort McDowell, AZ",0.9029
48201211700,"Northside, Houston, TX",0.9026
6037534501,"Huntington Park, CA",0.9025
21037051102,"Dayton, KY",0.9025
6037533203,"Huntington Park, CA",0.9025
48201311300,"Greater East End, Houston, TX",0.9025
39061027000,"Avondale, Cincinnati, OH",0.9025
6065045704,"Coachella, CA",0.9024
48201221500,"Northside, Houston, TX",0.9022
48201230500,"Eastex/ Jensen, Houston, TX",0.9019
17031170600,"Dunning, Chicago, IL",0.9018
17031650302,"South Side, Chicago, IL",0.9018
25025061200,"D Street / West Broadway, Boston, MA",0.9018
48201533701,"Houston, TX",0.9018
48201222100,"Greenwood Village, Houston, TX",0.9017
48029171100,"Edgewood, San Antonio, TX",0.9017
6037532101,"South Montebello, Montebello, CA",0.9017
24510120500,"Greenmount West, Baltimore, MD",0.9016
48201231900,"Northside, Houston, TX",0.9016
4013114302,"Central City, Phoenix, AZ",0.9012
6037534900,"South Los Angeles, Los Angeles, CA",0.9011
48201231600,"East Little York/ Homestead, Houston, TX",0.901
48201310400,"South Central Houston, Houston, TX",0.9009
48201231200,"East Houston, Houston, TX",0.9009
48201231100,"Northeast Houston, Houston, TX",0.9009
13121008700,"Carver Hills, Atlanta, GA",0.9008
4013083000,"Tolleson, AZ",0.9007
6037500600,"El Rancho, Pico Rivera, CA",0.9007
4013112700,"Estrella Village, Phoenix, AZ",0.9007
48201310500,"Greater East End, Houston, TX",0.9005
48029152000,"Southside, San Antonio, TX",0.9004
48439100400,"North Side, Fort Worth, TX",0.9004
48201231000,"East Houston, Houston, TX",0.9002
21111000600,"Russell, Louisville, KY",0.9002
39061026900,"West End, Cincinnati, OH",0.9001
48029150400,"Palm Heights, San Antonio, TX",0.9001
48201210800,"Northside, Houston, TX",0.9001
24510030100,"Perkins Homes, Baltimore, MD",0.9001
17031170800,"Belmont Heights, Chicago, IL",0.9
6037433503,"El Monte City, South El Monte, CA",0.8997
24510100200,"Baltimore, MD",0.8997
17031770901,"Harwood Heights, IL",0.8996
42101003300,"South Philadelphia, Philadelphia, PA",0.8996
48201220300,"North Houston, Houston, TX",0.8996
42101010800,"Mantua, Philadelphia, PA",0.8994
4013112201,"Del Monte Village, Phoenix, AZ",0.8994
13121007808,"Adamsville, Atlanta, GA",0.8994
24510160300,"Sandtown-Winchester, Baltimore, MD",0.8993
48201332200,"South Side, Houston, TX",0.8993
6037294110,"Wilmington, Los Angeles, CA",0.8993
13217100700,"Covington, GA",0.8991
4019941000,"Pascua Pueblo, Tucson, AZ",0.8989
17031561000,"South Side, Chicago, IL",0.8989
4013115802,"South Mountain Village, Phoenix, AZ",0.8989
48201530500,"Independence Heights, Houston, TX",0.8988
48201331400,"Sunnyside, Houston, TX",0.8987
6037203720,"Boyle Heights, Los Angeles, CA",0.8987
6059089104,"Garden Grove, CA",0.8987
6037204110,"Boyle Heights, Los Angeles, CA",0.8985
51760020400,"East End, Richmond, VA",0.8985
18097350900,"Mapleton - Fall Creek, Indianapolis, IN",0.8985
47037016200,"Edgehill, Nashville, TN",0.8985
48201230200,"Northeast Houston, Houston, TX",0.8983
42003051000,"Terrace Village, Pittsburgh, PA",0.8983
48201233500,"Northeast Houston, Houston, TX",0.8982
36029016300,"Babcock, Buffalo, NY",0.8981
42101018300,"Bridesburg, Philadelphia, PA",0.8981
13121002500,"Vine City, Atlanta, GA",0.898
48201230100,"Northeast Houston, Houston, TX",0.898
6037199900,"Montecito Heights, Los Angeles, CA",0.8978
6037500404,"El Rancho, Pico Rivera, CA",0.8977
18097356200,"Mile Square, Indianapolis, IN",0.8977
29095015300,"Westside South, Kansas City, MO",0.8977
48029160902,"Quintana Community, San Antonio, TX",0.8977
6037302201,"Citrus Grove, Glendale, CA",0.8976
6037530302,"South Montebello, East Los Angeles, CA",0.8976
6037201401,"Northeast Los Angeles, Los Angeles, CA",0.8975
6037532700,"South Los Angeles, Los Angeles, CA",0.8975
26163573600,"Dearborn, MI",0.8975
24510090700,"Coldstream - Homestead - Montebello, Baltimore, MD",0.8974
48201220600,"Northside, Houston, TX",0.8974
21111001000,"Parkland, Louisville, KY",0.8973
24510150600,"NW Community Action, Baltimore, MD",0.8972
25005640300,"Fall River, MA",0.8971
18097341200,"West Side, Indianapolis, IN",0.897
17031090100,"Edison Park, Chicago, IL",0.8969
47037013900,"Elizabeth Park, Nashville, TN",0.8969
24510250301,"Westport, Baltimore, MD",0.8969
48201312300,"Greater Third Ward, Houston, TX",0.8967
18097352300,"Indianapolis, IN",0.8967
24510080102,"Belair - Edison, Baltimore, MD",0.8967
48201211300,"Greater Fifth Ward, Houston, TX",0.8967
42101015700,"Norris Square, Philadelphia, PA",0.8967
48201211500,"Northeast Houston, Houston, TX",0.8965
24510090900,"Oliver, Baltimore, MD",0.8965
48201531800,"Acres Homes, Houston, TX",0.8964
42101014700,"Cecil B. Moore, Philadelphia, PA",0.8963
17031650301,"South Side, Chicago, IL",0.8963
48201310900,"Greater East End, Houston, TX",0.8962
13121003600,"Castleberry Hill, Atlanta, GA",0.8962
48029171200,"Inner West Side, San Antonio, TX",0.896
42101015102,"North Philadelphia, Philadelphia, PA",0.896
18097353600,"Indianapolis, IN",0.896
6037222100,"South Los Angeles, Los Angeles, CA",0.8959
6037531503,"East Los Angeles, CA",0.8959
24510090800,"East Baltimore Midway, Baltimore, MD",0.8959
48201530800,"Acres Homes, Houston, TX",0.8959
21111000900,"Shawnee, Louisville, KY",0.8958
36081065702,"Queens County, NY",0.8957
48029140600,"East Side, San Antonio, TX",0.8955
24510070300,"Milton - Montford, Baltimore, MD",0.8955
13089023602,"Decatur, GA",0.8954
48029151000,"Harlandale, San Antonio, TX",0.8953
48029161000,"South San Antonio, San Antonio, TX",0.8952
24510080302,"Berea, Baltimore, MD",0.8952
6037206010,"Central LA, Los Angeles, CA",0.895
17031560900,"South Side, Chicago, IL",0.895
48453001000,"East Austin, Austin, TX",0.895
4013115700,"South Mountain Village, Phoenix, AZ",0.895
47037011800,"East Nashville, Nashville, TN",0.8949
24510080700,"Broadway East, Baltimore, MD",0.8949
6037502402,"El Rancho, Pico Rivera, CA",0.8949
4013113202,"Central City, Phoenix, AZ",0.8948
6037191110,"Central LA, Los Angeles, CA",0.8947
6037542601,"Compton, CA",0.8947
48201230600,"Northside, Houston, TX",0.8947
39049002300,"Milo-Grogan, Columbus, OH",0.8945
13121008201,"Collier Heights, Atlanta, GA",0.8944
42101004002,"Lower Moyamensing, Philadelphia, PA",0.8943
48201211200,"Northside, Houston, TX",0.8942
42101027901,"North Philadelphia, Philadelphia, PA",0.8942
8031004506,"West, Denver, CO",0.8941
24510080400,"Broadway East, Baltimore, MD",0.8941
17031310700,"Lower West Side, Chicago, IL",0.8941
6059074103,"Bristol Manor, Santa Ana, CA",0.8941
17031640600,"South Side, Chicago, IL",0.894
48453002318,"East Riverside - Oltorf, Austin, TX",0.8939
51760020200,"East End, Richmond, VA",0.8938
6059074109,"Valley Adams, Santa Ana, CA",0.8936
17031560700,"Garfield Ridge, Chicago, IL",0.8936
24510210100,"Pigtown, Baltimore, MD",0.8935
6037530004,"South Montebello, Montebello, CA",0.8935
6037531902,"South Montebello, East Los Angeles, CA",0.8935
48201221800,"Westfield Manor, Houston, TX",0.8933
48201211100,"Frenchtown, Houston, TX",0.8932
45021970503,"Gaffney, SC",0.8932
48201312700,"Southeast Houston, Houston, TX",0.8931
6037531702,"South Montebello, East Los Angeles, CA",0.893
48201420100,"Southwest Houston, Houston, TX",0.893
42101004201,"South Philadelphia, Philadelphia, PA",0.893
48201233300,"Northeast Houston, Houston, TX",0.8928
13121011800,"English Avenue, Atlanta, GA",0.8928
42101010200,"Haddington, Philadelphia, PA",0.8927
4013112202,"Maryvale Village, Phoenix, AZ",0.8926
48029140900,"East Side, San Antonio, TX",0.8925
48029140300,"Riverside, San Antonio, TX",0.8924
48201233600,"Clinton Park Tri-Community, Houston, TX",0.8924
6037531101,"Los Angeles, CA",0.8923
42101013100,"North Philadelphia, Philadelphia, PA",0.8923
4013113300,"Central City, Phoenix, AZ",0.8923
21111001700,"California, Louisville, KY",0.8922
6037532001,"South Montebello, Montebello, CA",0.892
48113003400,"Cedar Crest, Dallas, TX",0.892
21111002100,"Portland, Louisville, KY",0.8919
6037501001,"Whittier, CA",0.8919
24510200702,"Saint Joseph's, Baltimore, MD",0.8919
17031310500,"Lower West Side, Chicago, IL",0.8918
47037014800,"South Nashville, Nashville, TN",0.8918
17031051100,"Roscoe Village, Chicago, IL",0.8917
47001020700,"Briceville, TN",0.8917
24510200701,"Allendale, Baltimore, MD",0.8917
48029160702,"Edgewood, San Antonio, TX",0.8917
6037185320,"Northeast Los Angeles, Los Angeles, CA",0.8916
17031810501,"Norridge, IL",0.8916
24510060100,"Patterson Park, Baltimore, MD",0.8915
6037500403,"El Rancho, Pico Rivera, CA",0.8914
17031151200,"Portage Park, Chicago, IL",0.8914
48201210500,"Near Northside, Houston, TX",0.8914
39075976801,"Sugarcreek, OH",0.8914
25005640600,"Fall River, MA",0.8913
6037530202,"South Montebello, Montebello, CA",0.8913
18087970402,"Topeka, IN",0.8913
24510070400,"Gay Street, Baltimore, MD",0.8912
42101016600,"North Philadelphia, Philadelphia, PA",0.8912
13121005700,"Pittsburgh, Atlanta, GA",0.8912
42101035200,"Northeast Philadelphia, Philadelphia, PA",0.8912
48201313800,"OST/ South Union, Houston, TX",0.8912
48029150700,"Southside, San Antonio, TX",0.891
48201220800,"Northeast Houston, Houston, TX",0.8909
4027011406,"San Luis, AZ",0.8909
48201332300,"South Side, Houston, TX",0.8909
48201312200,"Southeast Houston, Houston, TX",0.8906
6037482521,"South Montebello, Rosemead, CA",0.8906
48201220700,"Eastex/ Jensen, Houston, TX",0.8906
29095005400,"East Side, Kansas City, MO",0.8904
8031001102,"Highland, Denver, CO",0.8903
9003524700,"South West, Hartford, CT",0.8902
11001007200,"Capitol Riverfront, Washington, DC",0.8901
17031570300,"Archer Heights, Chicago, IL",0.89
42101015300,"North Philadelphia, Philadelphia, PA",0.89
48113010101,"West Dallas, Dallas, TX",0.8899
6037530902,"Los Angeles, CA",0.8899
48029151100,"Harlandale, San Antonio, TX",0.8899
39075976802,"Millersburg, OH",0.8898
24510130200,"Reservoir Hill, Baltimore, MD",0.8898
18097355900,"Fountain Square, Indianapolis, IN",0.8898
42101003901,"South Philadelphia, Philadelphia, PA",0.8898
17031170900,"Belmont Heights, Chicago, IL",0.8897
4013113502,"Central City, Phoenix, AZ",0.8897
24510130400,"Woodbrook, Baltimore, MD",0.8897
6037405001,"Baldwin Park, CA",0.8897
48029151200,"South San Antonio, San Antonio, TX",0.8897
48201212500,"Northeast Houston, Houston, TX",0.8897
48439123600,"Fort Worth, TX",0.8897
6037239801,"South Los Angeles, Los Angeles, CA",0.8896
48113002500,"South Dallas/Fair Park, Dallas, TX",0.8896
6037482502,"Garvey, Rosemead, CA",0.8896
48201232500,"El Dorado/ Oates Prarie, Houston, TX",0.8896
48029171302,"Inner West Side, San Antonio, TX",0.8895
39061026700,"Walnut Hills, Cincinnati, OH",0.8895
48201511600,"Greater Heights, Houston, TX",0.8895
21037051101,"Dayton, KY",0.8895
11001009203,"Northeast Washington, Washington, DC",0.8895
6037500800,"El Rancho, Pico Rivera, CA",0.8895
48201310200,"East Downtown, Houston, TX",0.8895
17031310300,"Lower West Side, Chicago, IL",0.8894
48201231300,"East Houston, Houston, TX",0.8894
42101002702,"Pennsport, Philadelphia, PA",0.8894
6037187200,"Echo Park, Los Angeles, CA",0.8893
4013116500,"South Mountain Village, Phoenix, AZ",0.8893
42003090300,"Bloomfield, Pittsburgh, PA",0.8893
5075470100,"Walnut Ridge, AR",0.8893
4013815900,"Vista Del Oro North, Gilbert, AZ",0.8893
42101037900,"North Philadelphia, Philadelphia, PA",0.8892
48029191006,"North Central, San Antonio, TX",0.8892
6037482702,"South Montebello, Monterey Park, CA",0.8892
17031210502,"Avondale, Chicago, IL",0.8892
21111003500,"Algonquin, Louisville, KY",0.8892
26163525600,"Detroit, MI",0.8892
34017006900,"West Side, Jersey City, NJ",0.8891
4013116702,"South Mountain Village, Phoenix, AZ",0.8891
11001007304,"Congress Heights, Washington, DC",0.8891
6037530801,"Los Angeles, CA",0.8891
42101014100,"Ludlow, Philadelphia, PA",0.8891
6037206050,"Central LA, Los Angeles, CA",0.889
24510151300,"Central Park Heights, Baltimore, MD",0.889
17031561100,"South Side, Chicago, IL",0.889
42003160800,"South Side Slopes, Pittsburgh, PA",0.889
11001007408,"Southeast Washington, Washington, DC",0.8889
34007609000,"Chesilhurst, NJ",0.8886
48029130700,"Near East Side, San Antonio, TX",0.8886
48113010500,"West Dallas, Dallas, TX",0.8886
11001006801,"Hill East, Washington, DC",0.8886
25005640200,"Fall River, MA",0.8885
36029940000,"Irving, NY",0.8884
48201220400,"North Houston, Houston, TX",0.8884
48201510900,"Lazybrook/ Timbergrove, Houston, TX",0.8884
42101007101,"Southwest Philadelphia, Philadelphia, PA",0.8883
13089023801,"Atlanta, GA",0.8883
18097358000,"Indianapolis, IN",0.8883
48113016701,"Dallas, TX",0.8883
39061008502,"Cincinnati, OH",0.8882
24510170200,"McCulloh Homes, Baltimore, MD",0.8882
25005650600,"New Bedford, MA",0.8882
48201322200,"Park Brothers, Pasadena, TX",0.8882
39061000900,"Over-The-Rhine, Cincinnati, OH",0.8882
48201313500,"South Side, Houston, TX",0.8881
17031560400,"South Side, Chicago, IL",0.8881
17031170700,"Belmont Heights, Chicago, IL",0.888
8031001101,"Northwest, Denver, CO",0.888
17031310400,"Lower West Side, Chicago, IL",0.888
11001007903,"Kingman Park, Washington, DC",0.888
6059011602,"Northeast Anaheim, Anaheim, CA",0.888
13089023411,"Decatur, GA",0.8879
48029151302,"Gillette Area, San Antonio, TX",0.8878
42101003701,"South Philadelphia, Philadelphia, PA",0.8877
42101032600,"Northeast Philadelphia, Philadelphia, PA",0.8877
48201530600,"Independence Heights, Houston, TX",0.8877
6037433101,"El Monte City, El Monte, CA",0.8877
6037532102,"South Montebello, Montebello, CA",0.8876
18097341600,"Haughville, Indianapolis, IN",0.8876
35006941500,"Acoma Pueblo, NM",0.8875
48113004700,"Oak Cliff, Dallas, TX",0.8874
4013114401,"Estrella Village, Phoenix, AZ",0.8874
48439105001,"Diamond Hill - Jarvis, Fort Worth, TX",0.8874
6037226420,"South Los Angeles, Los Angeles, CA",0.8873
13121008202,"Carroll Heights, Atlanta, GA",0.8873
6037482800,"South Montebello, Monterey Park, CA",0.8873
17031301801,"Little Village, Chicago, IL",0.8872
48201230300,"Northeast Houston, Houston, TX",0.8872
24510200400,"Shipley Hill, Baltimore, MD",0.8872
13089020600,"Edgewood, Atlanta, GA",0.8872
6037530102,"South Montebello, Montebello, CA",0.8872
27123036800,"West Seventh, Saint Paul, MN",0.8871
4013082204,"Estrella Village, Tolleson, AZ",0.8871
6037533402,"Maywood, CA",0.8871
17031230800,"Humboldt Park, Chicago, IL",0.8871
18097380300,"Carson Heights, Indianapolis, IN",0.8871
6037301802,"Vineyard, Glendale, CA",0.887
4013116703,"South Mountain Village, Phoenix, AZ",0.887
11001009801,"Southeast Washington, Washington, DC",0.8869
11001009802,"Southeast Washington, Washington, DC",0.8869
48029151900,"Southside, San Antonio, TX",0.8868
42101014900,"North Philadelphia, Philadelphia, PA",0.8868
37155960501,"Pembroke, NC",0.8867
13089020500,"Edgewood, Atlanta, GA",0.8867
4013115500,"Maricopa Garden Farms, Phoenix, AZ",0.8867
24510151200,"Park Circle, Baltimore, MD",0.8866
48029150600,"Southside, San Antonio, TX",0.8866
6037502500,"El Rancho, Pico Rivera, CA",0.8866
48201510500,"Greater Heights, Houston, TX",0.8865
21037050500,"Newport, KY",0.8865
42101028000,"Olney-Oak Lane, Philadelphia, PA",0.8865
48201231800,"East Little York/ Homestead, Houston, TX",0.8865
4019940800,"Sells, AZ",0.8864
25025170300,"Revere, MA",0.8864
48113020200,"Dallas, TX",0.8864
42003010300,"Uptown, Pittsburgh, PA",0.8864
6037534403,"Cudahy, CA",0.8864
48201313300,"OST/ South Union, Houston, TX",0.8863
4013115900,"South Mountain Village, Phoenix, AZ",0.8863
48439100300,"Far Greater Northside Historical, Fort Worth, TX",0.8862
48113006502,"Oak Cliff, Dallas, TX",0.8862
13121002300,"English Avenue, Atlanta, GA",0.886
39035114300,"Kinsman, Cleveland, OH",0.886
6037241300,"Harbor Gateway North, Los Angeles, CA",0.8859
42101033000,"Holmesburg, Philadelphia, PA",0.8859
39035112400,"Hough, Cleveland, OH",0.8859
48201230400,"Northeast Houston, Houston, TX",0.8859
18097351900,"Martindale-Brightwood, Indianapolis, IN",0.8859
48201221400,"North Houston, Houston, TX",0.8859
6037407301,"La Puente, CA",0.8859
6037502301,"Whittier, CA",0.8859
48029190603,"Edison, San Antonio, TX",0.8858
6037189904,"Central LA, Los Angeles, CA",0.8858
42101021200,"Northwest Philadelphia, Philadelphia, PA",0.8858
13121008601,"Atlanta, GA",0.8858
39075976301,"Millersburg, OH",0.8857
48201233701,"Northeast Houston, Galena Park, TX",0.8856
39061010800,"Madisonville, Cincinnati, OH",0.8856
24510090600,"Coldstream - Homestead - Montebello, Baltimore, MD",0.8856
6037407101,"La Puente, CA",0.8856
48201331100,"Southeast Houston, Houston, TX",0.8855
6037502200,"Whittier, CA",0.8854
42003499300,"Glassport, PA",0.8854
34013007600,"North Ironbound, Newark, NJ",0.8854
48201311400,"Greater East End, Houston, TX",0.8854
48113006001,"Oak Cliff, Dallas, TX",0.8854
36081038302,"Queens County, NY",0.8854
17031300800,"South Lawndale, Chicago, IL",0.8852
48029150501,"Harlandale, San Antonio, TX",0.8852
6037500402,"El Rancho, Pico Rivera, CA",0.8851
17031301701,"Little Village, Chicago, IL",0.8851
24510160400,"Midtown Edmondson, Baltimore, MD",0.8851
6037199000,"Northeast Los Angeles, Los Angeles, CA",0.885
21111000400,"Shawnee, Louisville, KY",0.885
36063024406,"Lewiston, NY",0.8847
6037531202,"Los Angeles, CA",0.8847
48029180503,"Inner West Side, San Antonio, TX",0.8847
6037532603,"Huntington Park, CA",0.8847
6037405002,"Baldwin Park, CA",0.8847
4013116300,"South Mountain Village, Phoenix, AZ",0.8846
6037204120,"Central LA, Los Angeles, CA",0.8845
6037534101,"South Montebello, Bell Gardens, CA",0.8845
18097350100,"Indianapolis, IN",0.8844
6037433802,"South El Monte, CA",0.8844
11001007601,"Southeast Washington, Washington, DC",0.8844
48029160200,"Inner West Side, San Antonio, TX",0.8843
4013116400,"South Mountain Village, Phoenix, AZ",0.8843
24510280402,"Rognel Heights, Baltimore, MD",0.8843
48201211400,"Northside, Houston, TX",0.8842
39035196100,"Cleveland, OH",0.8842
48201311100,"Greater East End, Houston, TX",0.8842
24510160100,"Harlem Park, Baltimore, MD",0.8841
6037407002,"Bassett, West Puente Valley, CA",0.884
48113010601,"West Dallas, Dallas, TX",0.8839
39061007700,"Millvale, Cincinnati, OH",0.8838
42003040600,"Central Oakland, Pittsburgh, PA",0.8838
6037207103,"Central LA, Los Angeles, CA",0.8838
48113002701,"South Dallas/Fair Park, Dallas, TX",0.8837
29510111500,"Jeff-Vander-Lou, St. Louis, MO",0.8837
34007601700,"Centerville, Camden, NJ",0.8837
42003160900,"South Side Flats, Pittsburgh, PA",0.8837
48201331200,"Southeast Houston, Houston, TX",0.8836
37063001100,"Durham, NC",0.8835
24510140300,"Druid Heights, Baltimore, MD",0.8835
26163512300,"Detroit, MI",0.8835
13121006802,"Thomasville Heights, Atlanta, GA",0.8835
42101003800,"Girard Estates, Philadelphia, PA",0.8834
29189213900,"St. Louis, MO",0.8834
48201310600,"Greater East End, Houston, TX",0.8833
6037402502,"Westmont, Pomona, CA",0.8833
42101021600,"Northwest Philadelphia, Philadelphia, PA",0.8833
36029001700,"Babcock, Buffalo, NY",0.8832
48029140100,"Downtown, San Antonio, TX",0.8832
36047045000,"Kings County, NY",0.8832
6037531901,"South Montebello, East Los Angeles, CA",0.8832
42101004101,"South Philadelphia, Philadelphia, PA",0.8832
6065045703,"Coachella, CA",0.8832
24510160802,"Edmondson, Baltimore, MD",0.8832
48201222600,"Northside, Houston, TX",0.8831
6059074200,"Bristol Manor, Santa Ana, CA",0.8831
51760020700,"Church Hill North, Richmond, VA",0.8831
48201331700,"South Acres/ Crestmont Park, Houston, TX",0.883
53033010401,"Greater Duwamish, Seattle, WA",0.883
48113010804,"Oak Cliff, Dallas, TX",0.883
