"tract","Name","Fraction_Single_Parents_in_2012-16"
29095005400,"East Side, Kansas City, MO",1
12127082000,"Daytona Beach, FL",1
12073002005,"Chapel Ridge, Tallahassee, FL",1
26163518600,"Detroit, MI",1
39049001600,"University District, Columbus, OH",0.9624
42003260900,"Northview Heights, Pittsburgh, PA",0.9608
36065020300,"Utica, NY",0.9437
13245010400,"Augusta, GA",0.9423
19193001000,"Sioux City, IA",0.8983
18097350800,"Indianapolis, IN",0.8862
39061003800,"Evanston, Cincinnati, OH",0.8808
36029001700,"Babcock, Buffalo, NY",0.8794
45041000700,"Florence, SC",0.8738
6075016100,"Western Addition, San Francisco, CA",0.8631
1073010302,"Bessemer, AL",0.8507
37119000900,"Villa Heights, Charlotte, NC",0.8485
17031671600,"Englewood, Chicago, IL",0.8469
42101010600,"Haverford North, Philadelphia, PA",0.8434
72127005000,"San Juan, PR",0.8274
26163508000,"Chaldean Town, Highland Park, MI",0.8087
5035030501,"West Memphis, AR",0.8036
26025000600,"Battle Creek, MI",0.7976
48245007001,"Port Arthur, TX",0.7932
32031000300,"Reno, NV",0.7896
26163506700,"Detroit, MI",0.7885
48303000900,"Parkway and Cherry Point, Lubbock, TX",0.7788
48201220800,"Northeast Houston, Houston, TX",0.7781
28075000700,"Meridian, MS",0.7706
37119003903,"Boulevard Homes, Charlotte, NC",0.761
13175950900,"Dublin, GA",0.7606
55079003500,"Capitol Heights, Milwaukee, WI",0.7545
26025000300,"Battle Creek, MI",0.7467
9001074000,"East Side, Bridgeport, CT",0.7446
1073011210,"Center Point, AL",0.7424
36047025500,"Kings County, NY",0.7405
36061003002,"Alphabet City, New York, NY",0.7377
53077000100,"Yakima, WA",0.7304
54039000200,"Charleston, WV",0.7293
55079002800,"Hampton Heights, Milwaukee, WI",0.7159
31055000300,"Miller Park Minne Lusa Area, Omaha, NE",0.7123
32003002996,"Las Vegas, NV",0.7094
51087201003,"Richmond, VA",0.7031
47099960501,"Lawrenceburg, TN",0.7023
1097003901,"Neely, Mobile, AL",0.6992
72013300800,"Arecibo, PR",0.6934
21111000800,"Shawnee, Louisville, KY",0.6927
53033005301,"Northeast Seattle, Seattle, WA",0.6923
22051027811,"Harvey, LA",0.6889
36005022000,"Bronx County, NY",0.6858
42101038300,"Hunting Park, Philadelphia, PA",0.6837
22071003600,"Seventh Ward, New Orleans, LA",0.6835
42101026800,"North Philadelphia, Philadelphia, PA",0.6775
36055008200,"Group 14621, Rochester, NY",0.674
17183000100,"Danville, IL",0.6714
18089010400,"Gary, IN",0.6685
42101019502,"Fairhill, Philadelphia, PA",0.6667
25023510502,"Brockton, MA",0.6637
21049020106,"Winchester, KY",0.6628
37081014200,"High Point, NC",0.6596
12103024408,"Saint Petersburg, FL",0.6552
24510250500,"Curtis Bay, Baltimore, MD",0.651
4013104501,"North Mountain Village, Phoenix, AZ",0.6465
