"tract","Name","Individual_Income_Excluding_Spouse_rP_gF_pall"
36119008404,"Harrison, NY",39944
27123042503,"Maplewood, MN",39943
36059411301,"Valley Stream, NY",39942
36103147802,"Sayville, NY",39941
34017010400,"Bayonne, NJ",39940
42045409701,"Villanova, PA",39937
6075032602,"Outer Sunset, San Francisco, CA",39935
51059415402,"Alexandria, VA",39931
34013014000,"Belleville, NJ",39930
17031812200,"Oak Park, IL",39927
39049006391,"Worthington Hills, Columbus, OH",39927
31153010627,"Omaha, NE",39926
42045409803,"Wayne, PA",39925
24027606706,"Kendall Ridge, Columbia, MD",39924
48085031647,"Glen Meadows, Plano, TX",39924
29095008400,"Country Club District, Kansas City, MO",39923
12011040504,"East Fort Lauderdale, Fort Lauderdale, FL",39920
41051004602,"Southwest Portland, Portland, OR",39918
34023008204,"Clearbrook Park, Monroe Township, NJ",39918
34003002100,"Alpine, NJ",39910
13121010002,"Buckhead, Atlanta, GA",39907
8059009845,"Genesse Central, Golden, CO",39904
36081109900,"Queens County, NY",39904
53033006100,"Seattle, WA",39903
17043846304,"Naperville, IL",39902
6085504415,"Milpitas, CA",39901
34027040801,"Montville, NJ",39899
51059415100,"Alexandria, VA",39897
25017326102,"Groton, MA",39896
42091203204,"Center Square, PA",39895
24027601104,"Ellicott City, MD",39894
36081140300,"Queens County, NY",39888
42003473602,"Pittsburgh, PA",39887
6001421800,"North Berkeley, Berkeley, CA",39887
34003055200,"Tenafly, NJ",39885
17043845100,"Clarendon Hills, IL",39884
6059052522,"Westpark, Irvine, CA",39883
6085511302,"Downtown North, Palo Alto, CA",39882
9003497600,"West Hartford, CT",39879
17031819700,"La Grange, IL",39878
48157671700,"Sugar Creek, Sugar Land, TX",39877
36047064400,"Kings County, NY",39876
36061004400,"Midtown, New York, NY",39875
36059407600,"Westbury, NY",39872
17031808002,"Lincolnwood, IL",39870
6037464200,"San Marino, CA",39869
29189221201,"St. Louis, MO",39869
6057001204,"Truckee, CA",39866
36081143500,"Queens County, NY",39865
17031833300,"Near West Side, Chicago, IL",39861
42003474102,"Pittsburgh, PA",39859
34039038202,"Berkeley Heights, NJ",39859
48201450500,"Westside, Houston, TX",39858
36103135003,"Saint James, NY",39852
34035052001,"North Plainfield, NJ",39852
36067015201,"Manlius, NY",39851
53033024100,"Clyde Hill, WA",39850
12086003906,"La Gorce, Miami Beach, FL",39850
51059481701,"Oakton, VA",39849
37183051501,"North Hills, Raleigh, NC",39849
25017328100,"Dunstable, MA",39847
34003058100,"Township of Washington, NJ",39846
34003007001,"Closter, NJ",39842
34003006100,"Cliffside Park, NJ",39838
25023506101,"Marshfield, MA",39835
34027041801,"Parsippany, Parsippany-Troy Hills, NJ",39835
36087010501,"Thiells, NY",39830
42045408300,"Haverford, PA",39827
9001020600,"Newfield - Westover - Turn of River, Stamford, CT",39815
34013021200,"Verona, NJ",39815
6087100300,"Santa Cruz, CA",39815
55079090700,"Wauwatosa, WI",39815
6041119100,"Kentfield, CA",39813
9001043000,"Norwalk, CT",39810
36067016700,"Skaneateles, NY",39809
36087011102,"West Nyack, NY",39807
9009167100,"North Haven, CT",39806
6085511500,"College Terrace, Palo Alto, CA",39805
36067015202,"Manlius, NY",39804
6085511905,"South San Jose, San Jose, CA",39803
34025810001,"Manalapan Township, NJ",39801
42017105208,"Newtown, PA",39801
19103000100,"Shimek, Iowa City, IA",39801
6013349000,"Stanley, Lafayette, CA",39794
36047000502,"Kings County, NY",39793
25017358700,"Lexington, MA",39793
26125156300,"West Bloomfield Township, MI",39787
12103027325,"Aberdeen, Oldsmar, FL",39786
36103111504,"Huntington, NY",39785
25017387201,"Holliston, MA",39784
48029181814,"North Central, San Antonio, TX",39782
17031803008,"Arlington Heights, IL",39781
36103112103,"Commack, NY",39777
36029009007,"Buffalo, NY",39772
42017100809,"Langhorne, PA",39772
42017105003,"Richboro, PA",39771
20091053423,"Brookhighland, Overland Park, KS",39768
6013343003,"Walnut Creek, CA",39766
9003460302,"Unionville, Farmington, CT",39765
6001450502,"Dublin, CA",39765
6037482001,"Monterey Park, CA",39765
17031803010,"Buffalo Grove, IL",39765
36103190504,"Westhampton, NY",39762
24031701202,"Kensington, MD",39760
17031803007,"Arlington Heights, IL",39756
36001013706,"Loudonville, NY",39754
9003430202,"Southington, CT",39753
34031124321,"Clifton, NJ",39752
6037700802,"Beverly Hills, CA",39751
34003017100,"Fair Lawn, NJ",39750
1089002722,"Huntsville, AL",39745
36071013500,"Highland Mills, Woodbury, NY",39739
36119002107,"Colonial Heights, Yonkers, NY",39739
25027730600,"Forest Grove, Worcester, MA",39737
42091205808,"King of Prussia, PA",39736
17019001206,"Champaign, IL",39732
34023006104,"North Brunswick Township, NJ",39731
42101001002,"Center City, Philadelphia, PA",39731
6085504317,"North San Jose, San Jose, CA",39730
6013345115,"San Ramon, CA",39728
36081157901,"Queens County, NY",39726
36103112104,"Dix Hills, NY",39726
42077006703,"Allentown, PA",39720
9001090700,"Trumbull, CT",39720
25017359100,"Bedford, MA",39720
27019090502,"Chanhassen, MN",39717
36005031600,"Bronx County, NY",39716
9009190302,"Guilford, CT",39716
42017105508,"Newtown, PA",39716
36103134907,"Kings Park, NY",39709
25017386100,"Sherborn, MA",39705
36103135004,"Saint James, NY",39704
51013102100,"Glencarlyn, Arlington, VA",39702
36103146103,"Bay Shore, NY",39700
10003011201,"Wilmington, DE",39699
6081612700,"Menlo Park, CA",39699
48121021625,"Castle Hills, Lewisville, TX",39699
34003024100,"Old Tappan, NJ",39697
27053024005,"Minneapolis, MN",39695
6041110200,"San Rafael, CA",39693
36047056800,"Kings County, NY",39684
42029304000,"Downingtown, PA",39683
36103135201,"Commack, NY",39683
36027050203,"Hopewell Junction, NY",39683
25017335100,"Wakefield, MA",39681
42029304406,"Downingtown, PA",39679
36061006300,"Lower Manhattan, New York, NY",39678
51059460400,"Tysons, VA",39673
25017320104,"Hopkinton, MA",39671
26163561300,"Northville, MI",39671
25017373100,"Newton Corner, Newton, MA",39668
24005408302,"Lutherville-Timonium, MD",39666
36059520300,"Bethpage, NY",39664
40109108520,"Northwest Oklahoma City, Oklahoma City, OK",39664
48157672100,"Sugar Lakes, Sugar Land, TX",39663
6075030500,"Midtown Terrace, San Francisco, CA",39661
6081601603,"Serramonte, Daly City, CA",39659
6085508505,"Ponderosa Park, Sunnyvale, CA",39658
6037300901,"Chevy Chase, Glendale, CA",39658
17031820000,"Hinsdale, IL",39654
34019010701,"Pittstown, Union Township, NJ",39653
24033806706,"Greenbelt, MD",39653
53033024400,"Mercer Island, WA",39649
42003412001,"Wexford, PA",39648
36081104700,"Queens County, NY",39645
42029302300,"West Chester, PA",39640
42017105511,"Yardley, PA",39638
6087100100,"Santa Cruz, CA",39637
36061005700,"Lower Manhattan, New York, NY",39635
36061014000,"Upper East Side, New York, NY",39635
6059001602,"Fullerton, CA",39633
25021442201,"Franklin, MA",39632
34023007806,"Old Bridge, Old Bridge Township, NJ",39632
6037134421,"West Hills, Los Angeles, CA",39629
17043846207,"Naperville, IL",39628
34003026200,"Hillsdale, NJ",39627
9009343101,"Cheshire, CT",39627
6081610303,"Redwood Shores, Redwood City, CA",39625
36047064800,"Kings County, NY",39624
6075042601,"Central Richmond, San Francisco, CA",39624
17097864305,"Lake Barrington, IL",39624
53033025003,"Cougar Mountain, Bellevue, WA",39624
51059432300,"Burke, VA",39621
36061010800,"Midtown, New York, NY",39620
17097864518,"Buffalo Grove, IL",39620
12099007909,"Pineapple Park / Ibis, West Palm Beach, FL",39619
36071014900,"Tuxedo Park, NY",39616
10003011900,"Greenville, DE",39616
36059519200,"Hicksville, Hicksville, NY",39615
36027140400,"Poughkeepsie, NY",39614
6037482002,"Monterey Park, CA",39613
6085504320,"North San Jose, San Jose, CA",39612
6081613200,"Central Portola Valley, Portola Valley, CA",39606
36047059402,"Kings County, NY",39605
36059520900,"Massapequa, NY",39604
24005404402,"Reisterstown, MD",39601
36005027401,"Bronx County, NY",39601
25025130300,"West Roxbury, Boston, MA",39597
26125153100,"Birmingham, MI",39596
51041100926,"Midlothian, VA",39595
26125188000,"Huntington Woods, MI",39595
42091202302,"Elkins Park, PA",39595
51059491701,"Fairfax, VA",39591
42095010200,"Bethlehem, PA",39590
33011011200,"Nashua, NH",39590
42101035900,"Northeast Philadelphia, Philadelphia, PA",39589
11001000902,"Northwest Washington, Washington, DC",39588
17097864519,"Buffalo Grove, IL",39587
25027729100,"West Boylston, MA",39586
36059520600,"Farmingdale, NY",39585
9001021900,"Cove - East Side - Shippan, Stamford, CT",39585
17097864403,"Kildeer, IL",39582
25021414300,"Sharon, Sharon, MA",39582
34013018000,"West Orange, NJ",39581
51059481106,"Herndon, VA",39580
42017105506,"Morrisville, PA",39580
25009213100,"Boxford, MA",39580
25023506202,"Marshfield, MA",39579
6001408000,"Woodminster, Oakland, CA",39574
24031701407,"Silver Spring, MD",39574
9001030200,"Darien, CT",39572
29189216500,"Downtown Clayton, Clayton, MO",39571
48085031648,"Willow Bend, Plano, TX",39570
25017358100,"Lexington, MA",39568
9003496400,"West Hartford, CT",39565
36047045800,"Kings County, NY",39564
51059430202,"Fairfax, VA",39563
6113010401,"Davis, CA",39561
34035052603,"Basking Ridge, Bernards, NJ",39560
17031803605,"Palatine, IL",39559
15003007809,"Aiea, HI",39559
36081072100,"Queens County, NY",39558
13051011005,"The Landings, Savannah, GA",39558
25021441203,"Wrentham, MA",39557
34031246203,"Wayne, NJ",39557
6075012601,"Marina District, San Francisco, CA",39555
51059490101,"Centreville, VA",39555
34005702917,"Mount Laurel, NJ",39552
4013105003,"Paradise Valley Village, Paradise Valley, AZ",39552
9003494202,"Newington, CT",39552
25017365201,"Sudbury, MA",39550
9003487202,"South Windsor, CT",39549
9001050600,"Westport, CT",39549
24033801308,"Fort Washington, MD",39548
26125167900,"Farmington Hills, MI",39548
12099007607,"Boca Raton, FL",39547
6075011000,"Nob Hill, San Francisco, CA",39547
9001110500,"Shelton, CT",39546
34039037100,"Cranford, NJ",39543
6013345112,"San Ramon, CA",39542
6037106643,"Granada Hills, Los Angeles, CA",39542
6037430600,"Arcadia, CA",39541
17043846208,"Naperville, IL",39540
6037700700,"The Flats, Beverly Hills, CA",39536
17043842601,"Wheaton, IL",39534
51059420201,"Alexandria, VA",39534
24031701001,"Rockville, MD",39532
42045408600,"Havertown, PA",39531
27053103000,"Northeast Minneapolis, Minneapolis, MN",39530
25017374400,"West Newton, Newton, MA",39529
17043845200,"Hinsdale, IL",39528
26125156500,"West Bloomfield Township, MI",39527
34007606000,"Haddon Heights, NJ",39525
17031806900,"Skokie, IL",39524
36059412800,"South Hempstead, NY",39524
44009050102,"North Kingstown, RI",39521
1073004800,"Highland Park, Birmingham, AL",39516
6067005404,"Sacramento, CA",39516
36059520800,"North Massapequa, NY",39512
6081600300,"Southern Hills, Daly City, CA",39512
8005006712,"Greenwood Village, CO",39511
39035194500,"Gates Mills, OH",39510
13215010301,"Columbus, GA",39509
6037481606,"Alhambra, CA",39509
42079212800,"Kingston, PA",39508
36087011602,"Suffern, NY",39508
6041103100,"Novato, CA",39506
6037124700,"Van Nuys, Los Angeles, CA",39506
36103146902,"West Islip, NY",39505
34005700605,"Delran, NJ",39504
9001043100,"Norwalk, CT",39504
24027602700,"Taylor Village, Ellicott City, MD",39503
51059482503,"Chantilly Highlands, Herndon, VA",39501
31055004700,"Central Omaha, Omaha, NE",39501
29189215302,"Frontenac, MO",39501
24031702800,"Silver Spring, MD",39501
27053023700,"Countryside, Minneapolis, MN",39499
36061013200,"Upper East Side, New York, NY",39497
48201430500,"Westside, Houston, TX",39497
25013813304,"Longmeadow, MA",39497
6085511907,"South San Jose, San Jose, CA",39495
34013021000,"Verona, NJ",39488
12086015300,"Miami, FL",39486
6075035201,"Sunset District, San Francisco, CA",39481
36119004400,"North Side, Mount Vernon, NY",39480
12071000900,"Fort Myers, FL",39478
6037554511,"Cerritos, CA",39477
36061016500,"Upper West Side, New York, NY",39475
36059409500,"Levittown, NY",39469
48157671602,"Plantation Bend, Sugar Land, TX",39469
42003110600,"Highland Park, Pittsburgh, PA",39468
36029008102,"Kenmore NE, Buffalo, NY",39468
6085510900,"Midtown, Palo Alto, CA",39468
48113014124,"Las Colinas, Irving, TX",39466
6081608200,"Foster City, CA",39465
36027020004,"Poughquag, NY",39461
6085508403,"Sunnyvale West, Sunnyvale, CA",39460
27037060728,"Eagan, MN",39459
25021418101,"Quincy, MA",39457
17043844601,"Oak Brook, IL",39455
12001001811,"Gainesville, FL",39455
6073008345,"University City, San Diego, CA",39455
36103158323,"Miller Place, NY",39453
39151712112,"North Canton, OH",39452
24033801307,"Fort Washington, MD",39452
6111007511,"Bell Canyon, CA",39451
8031003901,"Belcaro, Denver, CO",39445
36059520001,"Bethpage, NY",39444
26065005001,"Okemos, Meridian charter Township, MI",39443
36119014806,"Yorktown Heights, NY",39438
13121010115,"Sandy Springs, GA",39437
26125166200,"Farmington Hills, MI",39432
11001000502,"Northwest Washington, Washington, DC",39432
42045409802,"Strafford, PA",39427
36029016500,"Downtown, Buffalo, NY",39426
6075030101,"Inner Sunset, San Francisco, CA",39426
34025810700,"Freehold, NJ",39422
17097863202,"Lake Bluff, IL",39422
6037108101,"Northridge, Los Angeles, CA",39420
42017101504,"Southampton, PA",39419
36103158304,"Miller Place, NY",39416
25017337102,"Stoneham, MA",39415
12011040402,"Coral Ridge Country Club, Fort Lauderdale, FL",39415
48113013617,"Far North Dallas, Dallas, TX",39411
27123035100,"Macalester - Groveland, Saint Paul, MN",39411
39103408002,"Medina, OH",39411
24027602201,"Ellicott City, MD",39406
6085506603,"San Tomas Aquinos, Campbell, CA",39405
17031808800,"Evanston, IL",39404
39049010400,"Wyndham Village, Dublin, OH",39401
6001432800,"Bay-O-Vista, San Leandro, CA",39400
48201454501,"Energy Corridor, Houston, TX",39399
34003031300,"Lyndhurst, NJ",39397
9009175700,"Wallingford, CT",39397
34025810401,"Freehold, NJ",39396
51107611209,"Sterling, VA",39396
34005702907,"Mount Laurel, NJ",39396
19153011112,"West Des Moines, IA",39394
9001035100,"New Canaan, CT",39394
6075012402,"Civic Center, San Francisco, CA",39391
36103147001,"West Islip, NY",39390
26125168800,"Farmington Hills, MI",39388
42003412002,"Pittsburgh, PA",39388
42003474101,"Upper Saint Clair, PA",39387
36119014605,"Croton-on-Hudson, NY",39387
44007014501,"Cranston, RI",39385
12086007501,"Riviera, Coral Gables, FL",39385
42101034702,"Northeast Philadelphia, Philadelphia, PA",39384
25013813404,"East Longmeadow, MA",39381
36061014900,"Lincoln Square, New York, NY",39378
27037060605,"Mendota Heights, MN",39378
6037267200,"West Los Angeles, Los Angeles, CA",39378
51600300500,"Fairfax, VA",39374
36029009113,"Buffalo, NY",39374
6073008366,"Rancho Peñasquitos, San Diego, CA",39373
51059421300,"Groveton, Alexandria, VA",39368
17031801800,"Northfield, IL",39368
42045407600,"Swarthmore, PA",39366
24027606804,"Kings Contrivance, Columbia, MD",39364
51013100200,"Yorktown, Arlington, VA",39360
34013021100,"Verona, NJ",39358
48201411900,"South Central Houston, Houston, TX",39353
39011041000,"Minster, OH",39351
36047065200,"Kings County, NY",39350
27053111300,"Fulton, Minneapolis, MN",39350
6085508204,"Panama Park, Sunnyvale, CA",39350
34003019103,"Fort Lee, NJ",39349
6037621004,"Hermosa Beach, CA",39349
34013021400,"Cedar Grove, NJ",39348
27003050236,"Lino Lakes, MN",39348
27053027300,"Wayzata, MN",39348
17031804102,"Palatine, IL",39346
55025000700,"Nakoma, Madison, WI",39345
36059302600,"Floral Park, NY",39345
34023006403,"East Brunswick, NJ",39342
41051006900,"Southwest Hills, Portland, OR",39341
51107611009,"Leesburg, VA",39340
36019101000,"Plattsburgh, NY",39338
51013101300,"Bluemont, Arlington, VA",39337
25027738201,"Grafton, MA",39334
22051023001,"Metairie, LA",39330
6041132200,"Inverness, CA",39325
9003473601,"Windsor, CT",39324
6037800202,"The Oaks, Calabasas, CA",39324
27053026610,"Plymouth, MN",39321
24033801309,"Fort Washington, MD",39320
8005086700,"Tallyn's Reach, Aurora, CO",39319
21111007501,"Riverwood, KY",39318
36059520502,"South Farmingdale, NY",39316
55079091300,"Wauwatosa, WI",39314
34025805100,"Eatontown, NJ",39313
19061010400,"Farley, IA",39312
6081602600,"Westborough, South San Francisco, CA",39310
36119010200,"Hastings-on-Hudson, NY",39309
55025010903,"Hawk's Landing, Verona, WI",39309
24027601103,"West Elkridge, Elkridge, MD",39308
6037113211,"Chatsworth, Los Angeles, CA",39308
6037276604,"Playa del Rey, Los Angeles, CA",39307
6037214901,"Beverly Grove, West Hollywood, CA",39307
42045407201,"Media, PA",39306
48085031709,"Far North Dallas, Dallas, TX",39304
36081060600,"Queens County, NY",39302
10003013612,"Hockessin, DE",39302
29189215201,"Creve Coeur, MO",39299
36059411800,"Lynbrook, NY",39295
36079011200,"Mahopac, NY",39295
36081105900,"Queens County, NY",39294
12086008205,"Palmetto Bay, FL",39290
36005031000,"Bronx County, NY",39290
25027740102,"Northborough, Northborough, MA",39289
34017019900,"Secaucus, NJ",39288
27053026202,"Minnetonka, MN",39287
9001210900,"Danbury, CT",39285
24031702900,"Silver Spring, MD",39285
36081130100,"Queens County, NY",39281
32003005856,"Rhodes Ranch, Las Vegas, NV",39280
36001014202,"Delmar, NY",39275
6085510803,"Fairmeadow, Palo Alto, CA",39275
6037530005,"South Montebello, Montebello, CA",39271
36047015200,"Kings County, NY",39271
51059460702,"Vienna, VA",39270
25009254100,"Andover, Andover, MA",39268
9009165900,"Hamden, CT",39267
6053011502,"Big Sur, CA",39267
9001010400,"Greenwich, CT",39266
36091062602,"Rexford, NY",39265
42091203205,"Ambler, PA",39265
1073010802,"Birmingham, AL",39264
9007570200,"Cromwell, CT",39263
22033004800,"Highlands/Perkins, Baton Rouge, LA",39262
55025000100,"Spring Harbor, Madison, WI",39262
6085504413,"Milpitas, CA",39260
36061005000,"Gramercy Park, New York, NY",39259
6059062642,"Corona Del Mar, Newport Beach, CA",39259
6085507806,"Cupertino, CA",39257
25017338100,"Winchester, MA",39257
34027041901,"East Hanover, NJ",39255
6001405100,"Trestle Glen, Oakland, CA",39252
34021003002,"Mercerville-Hamilton Square, Hamilton Township, NJ",39249
27037060604,"Mendota Heights, MN",39248
17031804808,"Schaumburg, IL",39248
36119001401,"Lincoln Park, Yonkers, NY",39247
24031701306,"Olney, MD",39244
19049050812,"West Des Moines, IA",39244
42017105013,"Richboro, PA",39241
17031824503,"Midlothian, IL",39239
36081109700,"Queens County, NY",39238
48113013619,"Far North Dallas, Dallas, TX",39238
6085510600,"Barron Park, Palo Alto, CA",39235
36001014607,"Schenectady, NY",39234
6085507807,"Cupertino, CA",39232
24021751201,"Frederick, MD",39225
36081045700,"Queens County, NY",39220
25017332200,"Burlington, MA",39217
6075021600,"Noe Valley, San Francisco, CA",39216
34025810003,"Yorketown, Manalapan Township, NJ",39214
21185030701,"Prospect, KY",39214
34019011001,"Hunterdon County, NJ",39214
6059062628,"Turtle Rock, Irvine, CA",39213
25021417601,"Quincy, MA",39212
48113019501,"Park Cities, Dallas, TX",39212
36119001700,"Bryn Mawr, Yonkers, NY",39212
6085511000,"Midtown, Palo Alto, CA",39211
39095007600,"Toledo, OH",39211
39095001301,"Ottawa, Toledo, OH",39209
34021003704,"Ewing Township, NJ",39208
51059416100,"Alexandria, VA",39208
6037134424,"Canoga Park, Los Angeles, CA",39207
6037189702,"Hollywood Hills, Los Angeles, CA",39207
42045410200,"Chadds Ford, PA",39206
17031824006,"Lemont, IL",39206
34025810101,"Manalapan Township, NJ",39203
34021003800,"Pennington, NJ",39203
26163550100,"Grosse Pointe Park, MI",39203
25017318300,"Westford, MA",39202
27037060742,"Burnsville, MN",39202
36001014503,"Voorheesville, NY",39201
25021400800,"Coolidge Corner South Side, Brookline, MA",39201
34003051100,"Rutherford, NJ",39201
42029302703,"West Chester, PA",39199
9001021200,"Newfield - Westover - Turn of River, Stamford, CT",39199
24031701004,"Rockville, MD",39194
15003002702,"Mānoa, Honolulu, HI",39193
55133200803,"Imperial Estates, Brookfield, WI",39191
29189221629,"Chesterfield, MO",39190
25023504101,"Norwell, MA",39189
36085014700,"Richmond County, NY",39188
51059452000,"Annandale, VA",39188
6001450751,"Dublin, CA",39188
54039001902,"Charleston, WV",39187
24031701503,"Silver Spring, MD",39187
36081145101,"Queens County, NY",39186
39113020602,"Kettering, OH",39185
34013013500,"Nutley, NJ",39185
6075030202,"Inner Sunset, San Francisco, CA",39181
17031823801,"Palos Park, IL",39180
34023006203,"North Brunswick Township, NJ",39178
25005985600,"North Easton, Easton, MA",39177
51059480501,"Herndon, VA",39177
48201431502,"Westside, Houston, TX",39176
27053026301,"Wayzata, MN",39171
6081613900,"Menlo Park, CA",39170
34039037000,"Cranford, NJ",39169
36059412302,"Rockville Centre, NY",39169
36103147804,"Sayville, NY",39168
36085005900,"Richmond County, NY",39167
6037430803,"Arcadia, CA",39166
31055007513,"Elkhorn, Omaha, NE",39166
10005051101,"Rehoboth Beach, DE",39165
42045408900,"Havertown, PA",39164
27019090402,"Victoria, MN",39159
6037431600,"Arcadia, CA",39156
25023507103,"South Duxbury, Duxbury, MA",39156
36103147402,"Islip, NY",39153
34031246103,"Wayne, NJ",39153
41051005500,"Southwest Portland, Portland, OR",39153
34027044102,"Gillette, NJ",39152
6085508203,"Sunnyvale, CA",39152
6037143901,"Studio City, Los Angeles, CA",39149
17043846202,"Lisle, IL",39149
24033800408,"Glenn Dale, MD",39148
40143004301,"Tulsa, OK",39147
34023007905,"Parlin, Old Bridge Township, NJ",39146
45083021200,"Converse Heights, Spartanburg, SC",39141
26125157000,"West Bloomfield Township, MI",39139
34023006608,"East Brunswick, NJ",39139
27053027203,"Wayzata, MN",39138
39061023300,"Amberley, OH",39138
36103134906,"Kings Park, NY",39138
9001010101,"Greenwich, CT",39137
48113000606,"Oak Lawn, Dallas, TX",39137
36087010102,"Stony Point, NY",39136
34005700505,"Moorestown, NJ",39135
42091201004,"Lansdale, PA",39134
6059021919,"Anaheim Hills, Anaheim, CA",39132
36059408500,"North Bellmore, NY",39132
25017321600,"Marlborough, MA",39131
42029303000,"West Chester, PA",39131
42003473401,"Pittsburgh, PA",39130
17031801606,"Northbrook, IL",39128
25017368101,"Lakeview, Waltham, MA",39126
34001012502,"Linwood, NJ",39125
27105105200,"Adrian, MN",39125
51059430101,"Fairfax, VA",39123
6081608004,"Foster City, CA",39123
6073008331,"Carmel Valley, San Diego, CA",39118
36027160003,"Rhinebeck Village, Rhinebeck, NY",39117
17097864903,"Deerfield, IL",39116
6095250604,"Vallejo, CA",39114
51059440501,"Fairfax, VA",39114
8005086300,"Aurora, CO",39113
12086003803,"Bal Harbour, FL",39112
6081608100,"Foster City, CA",39112
17031804105,"Winston Knolls, Hoffman Estates, IL",39111
51059431802,"Burke, VA",39109
42029303501,"Kennett Square, PA",39109
6001440332,"Union City, CA",39109
34003010300,"Dumont, NJ",39108
6075030102,"Inner Sunset, San Francisco, CA",39107
24025303400,"Fallston, MD",39107
55133200801,"Brookfield, WI",39106
42029300108,"Shand Tract, Devon, PA",39100
24031700604,"Gaithersburg, MD",39100
6037408628,"Hacienda Heights, CA",39100
26125150600,"Bloomfield Hills, MI",39098
17097864513,"Vernon Hills, IL",39097
36059412000,"Lynbrook, NY",39096
31055007443,"West Omaha, Omaha, NE",39096
27053106500,"Calhoun Isles, Minneapolis, MN",39096
53033005600,"Briarcliff, Seattle, WA",39095
34007607502,"Echelon, Voorhees Township, NJ",39093
36059414900,"North Bellmore, NY",39092
37119003007,"Montibello, Charlotte, NC",39091
6059075604,"Santa Ana, CA",39091
55079080200,"Shorewood, WI",39089
34021003202,"Lawrence Township, NJ",39087
17043845802,"Darien, IL",39082
8005006855,"Greenwood Village, CO",39079
36059303202,"Garden City Park, NY",39079
36001013707,"Albany, NY",39078
51680000100,"Peakland, Lynchburg, VA",39078
25021411100,"Walpole, MA",39077
25021417300,"Marina Bay, Quincy, MA",39072
6037408627,"Rowland Heights, CA",39071
34027044501,"Dover, NJ",39065
36081083700,"Queens County, NY",39064
9003511400,"East Hartford, CT",39063
36059408300,"East Meadow, NY",39056
6001441301,"Centerville, Fremont, CA",39054
24005401504,"Catonsville, MD",39052
34025809902,"Monmouth County, NJ",39052
6001404102,"Piedmont Avenue, Oakland, CA",39051
22071013301,"Lake Shore - Lake Vista, New Orleans, LA",39050
34025803900,"Rumson, NJ",39050
39061004800,"Mount Lookout, Cincinnati, OH",39049
17031804611,"Schaumburg, IL",39046
25021400900,"Brookline Village, Brookline, MA",39046
42101000200,"Center City, Philadelphia, PA",39042
9003470100,"East Granby, CT",39042
41051004601,"Northwest Portland, Portland, OR",39041
6081606700,"Beresford Park, San Mateo, CA",39041
17197880312,"Naperville, IL",39040
9009157300,"Orange, CT",39038
39153530108,"Twinsburg, OH",39034
6013350000,"Lafayette, CA",39034
25021416200,"Milton, MA",39034
25017334100,"Reading, MA",39033
36029009008,"Buffalo, NY",39031
36103111803,"East Northport, NY",39029
36119004600,"Bronxville, NY",39025
37119003016,"Oxford Hunt, Charlotte, NC",39025
26125159000,"Franklin, MI",39023
34005703804,"Medford, NJ",39020
17031820101,"Indian Head Park, IL",39019
6073008346,"Sorrento Valley, San Diego, CA",39019
27053024006,"Minneapolis, MN",39018
36119007500,"Rye, NY",39016
27053027201,"Orono, MN",39015
6085503803,"Alum Rock, San Jose, CA",39014
27123040706,"Shoreview, MN",39013
17031804609,"Schaumburg, IL",39013
51059451300,"Falls Church, VA",39012
42003459102,"McKees Rocks, PA",39010
25025120105,"Jamaica Hills / Pond, Boston, MA",39009
9001060200,"Fairfield, CT",39008
6075047901,"Outer Richmond, San Francisco, CA",39005
6013345111,"San Ramon, CA",39004
39089757700,"Granville, OH",39003
17043846209,"Naperville, IL",39002
39113040103,"Woodbourne-Hyde Park, OH",39000
9001061600,"Fairfield, CT",39000
27163070501,"Stillwater, MN",38998
6081600900,"Westlake, Daly City, CA",38996
51041100924,"Midlothian, VA",38995
9001020800,"Newfield - Westover - Turn of River, Stamford, CT",38995
36059408600,"Levittown, NY",38992
34021004501,"Princeton, NJ",38991
26163556600,"Livonia, MI",38990
6037460501,"La Cañada Flintridge, CA",38985
6113010512,"West Davis Manor, Davis, CA",38985
51059491502,"Chantilly, VA",38985
36081108500,"Queens County, NY",38983
42091206105,"Royersford, PA",38981
25009201100,"Nahant, MA",38981
27053020101,"Saint Anthony, MN",38981
6001400200,"Rockridge, Oakland, CA",38980
17031807300,"Skokie, IL",38979
24005490602,"Baltimore, MD",38978
17031805302,"Morton Grove, IL",38977
6075021800,"Glen Park, San Francisco, CA",38976
27163070301,"Saint Paul, MN",38976
15003004500,"Nuuanu - Punchbowl, Honolulu, HI",38976
9005360200,"Watertown, CT",38976
46099001902,"Sioux Falls, SD",38976
24027606701,"Kings Contrivance, Columbia, MD",38975
48113007801,"North Dallas, Dallas, TX",38975
42091201901,"Rydal, PA",38975
6085511301,"University South, Palo Alto, CA",38973
34025809901,"Monmouth County, NJ",38972
36047070600,"Kings County, NY",38971
34021003904,"Pennington, NJ",38971
6037137302,"Woodland Hills, Los Angeles, CA",38968
25021419200,"Braintree, MA",38967
34003019102,"Fort Lee, NJ",38967
11001000300,"Northwest Washington, Washington, DC",38966
24027602306,"Dunloggin, Ellicott City, MD",38966
36103135401,"Nesconset, NY",38963
48201412600,"Southwest Houston, Houston, TX",38961
48085030407,"Starwood - Chamberlyne Place Village, Frisco, TX",38961
9001100100,"Monroe, CT",38961
24031700103,"Laytonsville, MD",38959
34031124311,"Montclair, NJ",38958
24003730601,"Millersville, MD",38956
36119003900,"North Side, Mount Vernon, NY",38955
24031701317,"Brookeville, MD",38954
